Transcript.symbol	Transcript.length	Transcript.gene.secondaryIdentifier
SC_Transcript_00010584	578	YGR161W-C
SC_Transcript_00010669	585	YGR161W-C
SC_Transcript_00010945	543	YGR161W-C
SC_Transcript_00011372	586	YGR161W-C
SC_Transcript_00011581	562	YGR161W-C
SC_Transcript_00012621	600	YGR161W-C
SC_Transcript_00013404	566	YGR161W-C
SC_Transcript_00013809	549	YGR161W-C
SC_Transcript_00015133	510	YGR161W-C
SC_Transcript_00015199	486	YGR161W-C
SC_Transcript_00015562	601	YGR161W-C
SC_Transcript_00017459	481	YGR161W-C
""	799	YGR161W-C
""	1169	YGR161W-C
SC_Transcript_00003650	1144	YGR163W
""	1209	YGR163W
""	1237	YGR163W
SC_Transcript_00000836	1217	YGR165W
SC_Transcript_00013529	1225	YGR165W
SC_Transcript_00017715	1200	YGR165W
""	1303	YGR165W
""	1305	YGR165W
""	1845	YGR166W
""	1848	YGR166W
SC_Transcript_00001741	912	YGR167W
SC_Transcript_00002345	959	YGR167W
SC_Transcript_00004531	945	YGR167W
SC_Transcript_00005981	920	YGR167W
SC_Transcript_00007859	967	YGR167W
SC_Transcript_00007868	934	YGR167W
SC_Transcript_00010934	904	YGR167W
SC_Transcript_00012126	890	YGR167W
SC_Transcript_00015717	899	YGR167W
""	1067	YGR167W
""	1297	YGR167W
""	1278	YGR168C
""	1332	YGR168C
SC_Transcript_00014057	1322	YGR169C
""	1366	YGR169C
""	1401	YGR169C
SC_Transcript_00001205	776	YGR169C-A
SC_Transcript_00001295	781	YGR169C-A
SC_Transcript_00002562	674	YGR169C-A
SC_Transcript_00006441	716	YGR169C-A
SC_Transcript_00011409	672	YGR169C-A
SC_Transcript_00012888	754	YGR169C-A
SC_Transcript_00014886	729	YGR169C-A
SC_Transcript_00016962	769	YGR169C-A
""	790	YGR169C-A
""	797	YGR169C-A
SC_Transcript_00000549	3748	YGR170W
""	3713	YGR170W
SC_Transcript_00001377	1813	YGR171C
SC_Transcript_00005656	1840	YGR171C
""	1878	YGR171C
""	1903	YGR171C
SC_Transcript_00014011	894	YGR172C
SC_Transcript_00016416	901	YGR172C
""	1024	YGR172C
""	1663	YGR172C
SC_Transcript_00002742	1364	YGR173W
""	1447	YGR173W
""	2062	YGR173W
""	796	YGR174C
SC_Transcript_00001090	334	YGR174W-A
SC_Transcript_00001919	309	YGR174W-A
SC_Transcript_00005906	323	YGR174W-A
SC_Transcript_00010775	302	YGR174W-A
SC_Transcript_00015459	339	YGR174W-A
""	1002	YGR174W-A
""	1024	YGR174W-A
SC_Transcript_00010777	1670	YGR175C
""	1794	YGR175C
""	1798	YGR175C
""	1891	YGR177C
""	2206	YGR177C
SC_Transcript_00004715	2512	YGR178C
SC_Transcript_00008174	2526	YGR178C
SC_Transcript_00009856	2520	YGR178C
SC_Transcript_00014716	2518	YGR178C
SC_Transcript_00015249	2500	YGR178C
""	2537	YGR178C
""	2595	YGR178C
""	1398	YGR179C
""	1431	YGR179C
""	1378	YGR180C
""	1389	YGR180C
SC_Transcript_00000237	558	YGR181W
SC_Transcript_00000812	553	YGR181W
SC_Transcript_00000882	518	YGR181W
SC_Transcript_00004309	530	YGR181W
SC_Transcript_00005732	558	YGR181W
SC_Transcript_00007961	524	YGR181W
SC_Transcript_00009481	563	YGR181W
SC_Transcript_00014056	513	YGR181W
SC_Transcript_00014846	535	YGR181W
SC_Transcript_00015353	570	YGR181W
SC_Transcript_00015650	519	YGR181W
SC_Transcript_00017179	565	YGR181W
""	631	YGR181W
""	644	YGR181W
SC_Transcript_00000937	795	YGR183C
SC_Transcript_00001083	818	YGR183C
SC_Transcript_00001103	873	YGR183C
SC_Transcript_00001397	790	YGR183C
SC_Transcript_00002204	832	YGR183C
SC_Transcript_00002673	875	YGR183C
SC_Transcript_00002712	863	YGR183C
SC_Transcript_00003210	844	YGR183C
SC_Transcript_00003380	821	YGR183C
SC_Transcript_00003584	848	YGR183C
SC_Transcript_00003839	842	YGR183C
SC_Transcript_00004091	847	YGR183C
SC_Transcript_00004669	822	YGR183C
SC_Transcript_00004768	868	YGR183C
SC_Transcript_00005312	722	YGR183C
SC_Transcript_00005382	764	YGR183C
SC_Transcript_00006406	868	YGR183C
SC_Transcript_00006442	791	YGR183C
SC_Transcript_00006450	818	YGR183C
SC_Transcript_00006652	853	YGR183C
SC_Transcript_00006948	780	YGR183C
SC_Transcript_00007678	860	YGR183C
SC_Transcript_00007836	825	YGR183C
SC_Transcript_00007997	803	YGR183C
SC_Transcript_00008754	780	YGR183C
SC_Transcript_00009019	800	YGR183C
SC_Transcript_00009180	820	YGR183C
SC_Transcript_00009615	858	YGR183C
SC_Transcript_00009935	809	YGR183C
SC_Transcript_00010305	795	YGR183C
SC_Transcript_00011026	863	YGR183C
SC_Transcript_00011101	713	YGR183C
SC_Transcript_00011656	796	YGR183C
SC_Transcript_00011704	842	YGR183C
SC_Transcript_00011794	854	YGR183C
SC_Transcript_00012223	610	YGR183C
SC_Transcript_00012368	852	YGR183C
SC_Transcript_00012427	864	YGR183C
SC_Transcript_00012843	770	YGR183C
SC_Transcript_00012943	801	YGR183C
SC_Transcript_00013090	747	YGR183C
SC_Transcript_00013270	719	YGR183C
SC_Transcript_00013284	812	YGR183C
SC_Transcript_00013349	786	YGR183C
SC_Transcript_00013658	852	YGR183C
SC_Transcript_00014250	885	YGR183C
SC_Transcript_00014350	858	YGR183C
SC_Transcript_00014761	891	YGR183C
SC_Transcript_00014843	781	YGR183C
SC_Transcript_00015069	797	YGR183C
SC_Transcript_00015640	837	YGR183C
SC_Transcript_00016180	806	YGR183C
SC_Transcript_00016279	779	YGR183C
SC_Transcript_00016592	806	YGR183C
SC_Transcript_00016600	815	YGR183C
SC_Transcript_00016630	707	YGR183C
SC_Transcript_00016683	837	YGR183C
SC_Transcript_00017120	774	YGR183C
SC_Transcript_00017516	832	YGR183C
SC_Transcript_00017880	728	YGR183C
""	947	YGR183C
""	973	YGR183C
SC_Transcript_00001930	1286	YGR185C
SC_Transcript_00003164	1274	YGR185C
SC_Transcript_00004609	1261	YGR185C
SC_Transcript_00005476	1280	YGR185C
SC_Transcript_00007788	1291	YGR185C
SC_Transcript_00008577	1330	YGR185C
SC_Transcript_00008887	1297	YGR185C
""	1352	YGR185C
""	1532	YGR185C
SC_Transcript_00006451	2278	YGR186W
SC_Transcript_00007973	2270	YGR186W
""	2339	YGR186W
""	2432	YGR186W
""	1476	YGR187C
""	1477	YGR187C
""	3308	YGR188C
SC_Transcript_00005622	1651	YGR189C
SC_Transcript_00009292	1670	YGR189C
SC_Transcript_00009473	1719	YGR189C
SC_Transcript_00011384	1623	YGR189C
""	1773	YGR189C
""	1850	YGR189C
""	4457	YGR190C
""	4483	YGR190C
SC_Transcript_00002568	2180	YGR191W
SC_Transcript_00011207	2272	YGR191W
SC_Transcript_00011658	2266	YGR191W
SC_Transcript_00016487	2215	YGR191W
""	2374	YGR191W
""	2551	YGR191W
SC_Transcript_00001950	1150	YGR192C
SC_Transcript_00004851	1136	YGR192C
SC_Transcript_00008466	1141	YGR192C
SC_Transcript_00011350	1166	YGR192C
SC_Transcript_00014848	1110	YGR192C
""	1553	YGR192C
""	2338	YGR192C
SC_Transcript_00000770	1461	YGR193C
SC_Transcript_00000831	1454	YGR193C
SC_Transcript_00001565	1437	YGR193C
SC_Transcript_00008212	1449	YGR193C
SC_Transcript_00012482	1432	YGR193C
SC_Transcript_00013810	1442	YGR193C
""	1466	YGR193C
""	2566	YGR193C
SC_Transcript_00000141	920	YGR195W
SC_Transcript_00017667	926	YGR195W
""	1250	YGR195W
""	1272	YGR195W
""	2617	YGR196C
""	2641	YGR196C
""	1919	YGR197C
""	1940	YGR197C
""	2662	YGR198W
""	2691	YGR198W
SC_Transcript_00011111	2649	YGR199W
SC_Transcript_00014076	2636	YGR199W
""	2632	YGR199W
""	2640	YGR199W
SC_Transcript_00001446	2482	YGR200C
SC_Transcript_00001710	2487	YGR200C
SC_Transcript_00006186	2473	YGR200C
SC_Transcript_00007839	2468	YGR200C
SC_Transcript_00010049	2501	YGR200C
""	2510	YGR200C
""	2765	YGR200C
""	749	YGR201C
""	809	YGR201C
""	1494	YGR202C
""	1506	YGR202C
""	1091	YGR203W
""	1121	YGR203W
""	1208	YGR204C-A
SC_Transcript_00000347	2988	YGR204W
SC_Transcript_00005036	2973	YGR204W
SC_Transcript_00005689	2966	YGR204W
SC_Transcript_00005725	2978	YGR204W
SC_Transcript_00006068	2981	YGR204W
SC_Transcript_00010892	2958	YGR204W
SC_Transcript_00014410	2973	YGR204W
SC_Transcript_00014484	2993	YGR204W
""	3015	YGR204W
""	3047	YGR204W
SC_Transcript_00017328	1113	YGR205W
""	1237	YGR205W
""	1250	YGR205W
SC_Transcript_00008507	407	YGR206W
SC_Transcript_00009386	412	YGR206W
SC_Transcript_00012991	422	YGR206W
SC_Transcript_00013054	417	YGR206W
SC_Transcript_00014373	412	YGR206W
""	579	YGR206W
""	600	YGR206W
SC_Transcript_00000119	923	YGR207C
SC_Transcript_00005192	929	YGR207C
SC_Transcript_00006220	940	YGR207C
SC_Transcript_00011433	934	YGR207C
SC_Transcript_00016494	959	YGR207C
""	1429	YGR207C
""	2315	YGR207C
SC_Transcript_00007740	1024	YGR208W
SC_Transcript_00011397	1030	YGR208W
SC_Transcript_00015415	1038	YGR208W
""	1137	YGR208W
""	1222	YGR208W
SC_Transcript_00000108	437	YGR209C
SC_Transcript_00000130	419	YGR209C
SC_Transcript_00000962	463	YGR209C
SC_Transcript_00001909	414	YGR209C
SC_Transcript_00001967	443	YGR209C
SC_Transcript_00002161	496	YGR209C
SC_Transcript_00002326	435	YGR209C
SC_Transcript_00002550	486	YGR209C
SC_Transcript_00002608	442	YGR209C
SC_Transcript_00004017	473	YGR209C
SC_Transcript_00004451	429	YGR209C
SC_Transcript_00006688	430	YGR209C
SC_Transcript_00008107	472	YGR209C
SC_Transcript_00008628	445	YGR209C
SC_Transcript_00009543	473	YGR209C
SC_Transcript_00009995	450	YGR209C
SC_Transcript_00012928	427	YGR209C
SC_Transcript_00013134	421	YGR209C
SC_Transcript_00014668	451	YGR209C
SC_Transcript_00015397	435	YGR209C
SC_Transcript_00016316	489	YGR209C
SC_Transcript_00016606	479	YGR209C
SC_Transcript_00016852	458	YGR209C
""	1036	YGR209C
""	1586	YGR209C
SC_Transcript_00001631	1440	YGR210C
SC_Transcript_00011298	1425	YGR210C
""	1561	YGR210C
""	1569	YGR210C
SC_Transcript_00007157	1715	YGR211W
SC_Transcript_00008785	1696	YGR211W
SC_Transcript_00009672	1739	YGR211W
SC_Transcript_00015022	1720	YGR211W
""	1779	YGR211W
""	1783	YGR211W
""	1462	YGR212W
""	1100	YGR213C
SC_Transcript_00006005	1296	YGR214W
SC_Transcript_00006771	1299	YGR214W
SC_Transcript_00008555	1291	YGR214W
SC_Transcript_00010827	1341	YGR214W
SC_Transcript_00011419	1286	YGR214W
SC_Transcript_00011830	1333	YGR214W
SC_Transcript_00012102	1304	YGR214W
""	1493	YGR214W
""	1536	YGR214W
SC_Transcript_00000366	516	YGR215W
SC_Transcript_00001604	476	YGR215W
SC_Transcript_00001746	463	YGR215W
SC_Transcript_00002633	494	YGR215W
SC_Transcript_00005224	507	YGR215W
SC_Transcript_00007889	498	YGR215W
SC_Transcript_00008053	485	YGR215W
SC_Transcript_00009093	494	YGR215W
SC_Transcript_00011609	450	YGR215W
SC_Transcript_00012627	481	YGR215W
SC_Transcript_00014747	463	YGR215W
SC_Transcript_00015571	458	YGR215W
SC_Transcript_00017844	534	YGR215W
""	609	YGR215W
""	1790	YGR215W
""	2017	YGR216C
""	2106	YGR216C
""	3747	YGR218W
""	3756	YGR218W
SC_Transcript_00015444	864	YGR220C
SC_Transcript_00017166	876	YGR220C
SC_Transcript_00017225	870	YGR220C
""	1203	YGR220C
""	1219	YGR220C
SC_Transcript_00001897	2019	YGR221C
SC_Transcript_00014235	1984	YGR221C
SC_Transcript_00017245	2024	YGR221C
SC_Transcript_00017885	1989	YGR221C
""	2114	YGR221C
""	2483	YGR221C
SC_Transcript_00005264	983	YGR222W
""	1065	YGR222W
""	1143	YGR222W
SC_Transcript_00005042	1456	YGR223C
SC_Transcript_00013670	1447	YGR223C
""	1487	YGR223C
""	1519	YGR223C
""	2108	YGR225W
""	1847	YGR227W
""	1864	YGR227W
""	1780	YGR229C
""	2063	YGR229C
SC_Transcript_00002872	604	YGR230W
""	734	YGR230W
""	735	YGR230W
SC_Transcript_00005995	1178	YGR231C
SC_Transcript_00007843	1171	YGR231C
SC_Transcript_00008668	1184	YGR231C
SC_Transcript_00015024	1189	YGR231C
SC_Transcript_00016252	1225	YGR231C
""	1265	YGR231C
""	1273	YGR231C
SC_Transcript_00005785	732	YGR232W
SC_Transcript_00006432	738	YGR232W
SC_Transcript_00012377	780	YGR232W
SC_Transcript_00012568	772	YGR232W
SC_Transcript_00014290	724	YGR232W
""	884	YGR232W
""	929	YGR232W
""	3811	YGR233C
SC_Transcript_00000076	1533	YGR234W
SC_Transcript_00000500	1527	YGR234W
SC_Transcript_00001067	1521	YGR234W
SC_Transcript_00001712	1513	YGR234W
SC_Transcript_00004021	1504	YGR234W
SC_Transcript_00006732	1488	YGR234W
SC_Transcript_00007668	1538	YGR234W
SC_Transcript_00007831	1493	YGR234W
SC_Transcript_00008080	1499	YGR234W
SC_Transcript_00008717	1467	YGR234W
SC_Transcript_00008990	1516	YGR234W
SC_Transcript_00010110	1472	YGR234W
SC_Transcript_00013034	1495	YGR234W
SC_Transcript_00014379	1502	YGR234W
SC_Transcript_00016857	1481	YGR234W
SC_Transcript_00017731	1522	YGR234W
""	1572	YGR234W
""	1586	YGR234W
SC_Transcript_00006659	873	YGR235C
SC_Transcript_00006877	852	YGR235C
SC_Transcript_00009593	881	YGR235C
SC_Transcript_00009950	860	YGR235C
SC_Transcript_00010684	829	YGR235C
SC_Transcript_00013977	856	YGR235C
SC_Transcript_00017775	850	YGR235C
""	1039	YGR235C
""	1059	YGR235C
""	952	YGR236C
""	961	YGR236C
""	2546	YGR237C
""	2586	YGR237C
SC_Transcript_00001105	974	YGR239C
SC_Transcript_00008310	996	YGR239C
SC_Transcript_00012562	1055	YGR239C
SC_Transcript_00016437	1029	YGR239C
""	1078	YGR239C
""	1422	YGR239C
SC_Transcript_00005538	3436	YGR240C
SC_Transcript_00016315	3412	YGR240C
""	3454	YGR240C
""	3534	YGR240C
SC_Transcript_00002957	1876	YGR241C
SC_Transcript_00015153	2251	YGR241C
""	2041	YGR241C
""	2069	YGR241C
SC_Transcript_00000044	557	YGR243W
SC_Transcript_00000958	674	YGR243W
SC_Transcript_00003972	580	YGR243W
SC_Transcript_00004252	607	YGR243W
SC_Transcript_00005147	720	YGR243W
SC_Transcript_00005299	639	YGR243W
SC_Transcript_00014733	603	YGR243W
SC_Transcript_00016211	648	YGR243W
SC_Transcript_00017376	699	YGR243W
""	735	YGR243W
SC_Transcript_00002729	1522	YGR244C
""	1543	YGR244C
""	1626	YGR244C
""	2818	YGR245C
""	2819	YGR245C
""	2025	YGR246C
""	2122	YGR246C
""	1053	YGR247W
""	1080	YGR247W
SC_Transcript_00002790	875	YGR248W
SC_Transcript_00011240	883	YGR248W
SC_Transcript_00015114	910	YGR248W
SC_Transcript_00016653	899	YGR248W
""	910	YGR248W
""	993	YGR248W
SC_Transcript_00010667	2651	YGR250C
""	2700	YGR250C
""	2711	YGR250C
SC_Transcript_00017223	1008	YGR251W
""	1177	YGR251W
""	1199	YGR251W
SC_Transcript_00004842	1549	YGR252W
""	1588	YGR252W
""	1604	YGR252W
SC_Transcript_00003912	869	YGR253C
SC_Transcript_00004981	899	YGR253C
SC_Transcript_00005759	894	YGR253C
SC_Transcript_00005881	876	YGR253C
SC_Transcript_00006363	864	YGR253C
SC_Transcript_00009989	887	YGR253C
SC_Transcript_00010116	912	YGR253C
SC_Transcript_00013150	906	YGR253C
SC_Transcript_00016059	882	YGR253C
SC_Transcript_00017528	846	YGR253C
""	1677	YGR253C
""	1734	YGR253C
SC_Transcript_00000497	1544	YGR254W
SC_Transcript_00006583	1504	YGR254W
SC_Transcript_00010223	1540	YGR254W
SC_Transcript_00011561	1518	YGR254W
SC_Transcript_00015320	1534	YGR254W
SC_Transcript_00015842	1512	YGR254W
SC_Transcript_00016353	1510	YGR254W
""	1625	YGR254W
""	1634	YGR254W
""	1759	YGR255C
""	1772	YGR255C
""	1597	YGR256W
""	1799	YGR256W
""	1319	YGR257C
""	1394	YGR257C
""	3185	YGR258C
""	3195	YGR258C
""	1055	YGR259C
""	1060	YGR259C
SC_Transcript_00015366	1718	YGR260W
""	1958	YGR260W
""	1965	YGR260W
SC_Transcript_00001814	2555	YGR261C
SC_Transcript_00001947	2560	YGR261C
SC_Transcript_00011965	2567	YGR261C
""	2599	YGR261C
""	2613	YGR261C
SC_Transcript_00001221	928	YGR262C
SC_Transcript_00008597	910	YGR262C
SC_Transcript_00010338	923	YGR262C
SC_Transcript_00013175	935	YGR262C
SC_Transcript_00014429	896	YGR262C
SC_Transcript_00017765	918	YGR262C
""	1017	YGR262C
""	1030	YGR262C
SC_Transcript_00003036	1380	YGR263C
""	1403	YGR263C
""	1424	YGR263C
""	2592	YGR264C
""	2864	YGR264C
""	2312	YGR266W
""	2411	YGR266W
SC_Transcript_00011977	952	YGR267C
""	1690	YGR267C
""	1842	YGR267C
""	898	YGR268C
""	918	YGR268C
""	955	YGR271C-A
""	963	YGR271C-A
""	828	YGR273C
SC_Transcript_00008226	3294	YGR274C
""	3293	YGR274C
""	3315	YGR274C
SC_Transcript_00006141	988	YGR277C
SC_Transcript_00007219	1017	YGR277C
SC_Transcript_00007819	1022	YGR277C
SC_Transcript_00010424	1004	YGR277C
SC_Transcript_00013863	975	YGR277C
""	1056	YGR277C
""	1097	YGR277C
SC_Transcript_00006047	1838	YGR278W
SC_Transcript_00013056	1814	YGR278W
""	1898	YGR278W
""	1904	YGR278W
""	1725	YGR279C
""	1847	YGR279C
""	1155	YGR280C
""	1654	YGR280C
SC_Transcript_00006121	4815	YGR281W
SC_Transcript_00000155	1299	YGR282C
SC_Transcript_00004073	1157	YGR282C
SC_Transcript_00007734	1141	YGR282C
SC_Transcript_00014276	1148	YGR282C
SC_Transcript_00015362	1203	YGR282C
""	1491	YGR282C
""	1506	YGR282C
SC_Transcript_00014478	1128	YGR283C
""	1184	YGR283C
""	1216	YGR283C
SC_Transcript_00005229	1120	YGR284C
SC_Transcript_00007126	1134	YGR284C
SC_Transcript_00010399	1143	YGR284C
SC_Transcript_00010922	1142	YGR284C
SC_Transcript_00012633	1151	YGR284C
""	1217	YGR284C
""	1269	YGR284C
SC_Transcript_00003406	1356	YGR285C
""	1475	YGR285C
""	1507	YGR285C
SC_Transcript_00004886	1371	YGR286C
""	1515	YGR286C
""	1561	YGR286C
""	1980	YGR287C
""	2095	YGR287C
""	2012	YGR288W
""	2099	YGR288W
""	2338	YGR289C
""	2002	YGR292W
""	818	YGR294W
SC_Transcript_00001202	951	YHL001W
SC_Transcript_00004292	966	YHL001W
SC_Transcript_00004538	1005	YHL001W
SC_Transcript_00004665	977	YHL001W
SC_Transcript_00004750	971	YHL001W
SC_Transcript_00005553	999	YHL001W
SC_Transcript_00008531	962	YHL001W
SC_Transcript_00008737	972	YHL001W
SC_Transcript_00008965	956	YHL001W
SC_Transcript_00009556	983	YHL001W
SC_Transcript_00011525	994	YHL001W
SC_Transcript_00017869	977	YHL001W
""	1122	YHL001W
""	1197	YHL001W
""	747	YHL002C-A
""	1499	YHL002W
""	1503	YHL002W
SC_Transcript_00006447	1638	YHL003C
SC_Transcript_00014630	1609	YHL003C
SC_Transcript_00016521	1597	YHL003C
""	1663	YHL003C
""	1670	YHL003C
SC_Transcript_00009847	1366	YHL004W
SC_Transcript_00010659	1358	YHL004W
""	1443	YHL004W
""	1451	YHL004W
""	919	YHL006C
""	931	YHL006C
""	870	YHL006W-A
""	893	YHL006W-A
""	3104	YHL007C
""	3132	YHL007C
SC_Transcript_00004490	2248	YHL008C
SC_Transcript_00012023	2196	YHL008C
""	2226	YHL008C
""	2247	YHL008C
""	1469	YHL009C
""	1501	YHL009C
SC_Transcript_00000440	1107	YHL011C
SC_Transcript_00003894	1176	YHL011C
SC_Transcript_00006820	1187	YHL011C
SC_Transcript_00017334	1215	YHL011C
""	1336	YHL011C
""	1414	YHL011C
SC_Transcript_00004475	1050	YHL013C
SC_Transcript_00007942	1050	YHL013C
SC_Transcript_00009579	1033	YHL013C
SC_Transcript_00009717	1045	YHL013C
SC_Transcript_00010690	1024	YHL013C
SC_Transcript_00015894	1038	YHL013C
""	1094	YHL013C
""	1212	YHL013C
""	1308	YHL014C
""	1317	YHL014C
""	662	YHL015W
""	2356	YHL016C
""	2594	YHL016C
""	1806	YHL017W
""	1818	YHL017W
""	510	YHL018W
SC_Transcript_00000234	1932	YHL019C
SC_Transcript_00014621	1937	YHL019C
""	1941	YHL019C
""	1960	YHL019C
SC_Transcript_00006715	1395	YHL020C
SC_Transcript_00010167	1400	YHL020C
""	1429	YHL020C
""	1436	YHL020C
""	1606	YHL021C
""	1617	YHL021C
""	3581	YHL023C
""	3595	YHL023C
SC_Transcript_00003091	1084	YHL025W
SC_Transcript_00004992	1134	YHL025W
SC_Transcript_00006248	1096	YHL025W
SC_Transcript_00006501	1160	YHL025W
SC_Transcript_00006765	1141	YHL025W
SC_Transcript_00008117	1153	YHL025W
SC_Transcript_00012525	1103	YHL025W
SC_Transcript_00015233	1153	YHL025W
""	1303	YHL025W
""	2272	YHL025W
""	1174	YHL026C
""	1222	YHL026C
SC_Transcript_00006977	2189	YHL027W
SC_Transcript_00007185	2183	YHL027W
SC_Transcript_00008634	2163	YHL027W
SC_Transcript_00017258	2178	YHL027W
""	2224	YHL027W
""	2226	YHL027W
SC_Transcript_00007687	1981	YHL028W
""	1966	YHL028W
""	1983	YHL028W
SC_Transcript_00016248	2127	YHL029C
SC_Transcript_00016731	2157	YHL029C
""	2164	YHL029C
""	2216	YHL029C
""	873	YHL031C
""	1031	YHL031C
SC_Transcript_00010336	2193	YHL032C
SC_Transcript_00013692	2303	YHL032C
""	2298	YHL032C
""	2302	YHL032C
SC_Transcript_00001592	1259	YHL033C
SC_Transcript_00005629	1478	YHL033C
SC_Transcript_00005911	814	YHL033C
SC_Transcript_00006594	1251	YHL033C
SC_Transcript_00010268	1470	YHL033C
""	1530	YHL033C
""	1538	YHL033C
SC_Transcript_00007459	1144	YHL034C
SC_Transcript_00015423	1121	YHL034C
""	1207	YHL034C
""	1230	YHL034C
SC_Transcript_00000390	1738	YHL036W
SC_Transcript_00002689	1745	YHL036W
""	1772	YHL036W
""	1809	YHL036W
""	739	YHL037C
SC_Transcript_00012027	2027	YHL038C
SC_Transcript_00017144	2038	YHL038C
""	2073	YHL038C
""	2074	YHL038C
""	1892	YHL039W
""	2004	YHL039W
""	2478	YHL040C
""	812	YHL042W
""	921	YHL042W
""	962	YHL043W
""	1031	YHL044W
""	1037	YHL044W
""	786	YHL045W
""	1499	YHL046C
""	2288	YHL047C
""	2851	YHL047C
""	1256	YHL048W
SC_Transcript_00008003	1406	YHR001W
""	1648	YHR001W
""	2551	YHR001W
SC_Transcript_00000384	564	YHR001W-A
SC_Transcript_00000508	467	YHR001W-A
SC_Transcript_00001045	569	YHR001W-A
SC_Transcript_00002266	575	YHR001W-A
SC_Transcript_00005390	556	YHR001W-A
SC_Transcript_00006588	542	YHR001W-A
SC_Transcript_00008520	547	YHR001W-A
SC_Transcript_00009272	531	YHR001W-A
SC_Transcript_00011382	542	YHR001W-A
SC_Transcript_00013784	680	YHR001W-A
SC_Transcript_00014629	548	YHR001W-A
SC_Transcript_00015090	536	YHR001W-A
SC_Transcript_00015359	562	YHR001W-A
SC_Transcript_00015820	525	YHR001W-A
SC_Transcript_00015989	553	YHR001W-A
SC_Transcript_00016190	570	YHR001W-A
SC_Transcript_00016349	475	YHR001W-A
""	758	YHR001W-A
""	894	YHR001W-A
SC_Transcript_00011515	1360	YHR002W
""	1359	YHR002W
""	1726	YHR002W
SC_Transcript_00000124	1382	YHR003C
""	1491	YHR003C
""	2350	YHR003C
""	1632	YHR005C
""	1639	YHR005C
SC_Transcript_00003847	543	YHR005C-A
SC_Transcript_00005114	424	YHR005C-A
SC_Transcript_00006037	532	YHR005C-A
""	880	YHR005C-A
""	892	YHR005C-A
SC_Transcript_00000208	1802	YHR006W
SC_Transcript_00000707	1769	YHR006W
SC_Transcript_00003668	1793	YHR006W
SC_Transcript_00005868	1810	YHR006W
SC_Transcript_00006553	1778	YHR006W
SC_Transcript_00012913	1804	YHR006W
SC_Transcript_00014286	1819	YHR006W
""	1807	YHR006W
""	1811	YHR006W
SC_Transcript_00000625	1892	YHR007C
SC_Transcript_00004500	2002	YHR007C
SC_Transcript_00004828	2008	YHR007C
SC_Transcript_00010175	1978	YHR007C
SC_Transcript_00010464	1985	YHR007C
SC_Transcript_00011712	1898	YHR007C
SC_Transcript_00012238	2021	YHR007C
SC_Transcript_00012334	2031	YHR007C
SC_Transcript_00015046	1989	YHR007C
SC_Transcript_00016397	1995	YHR007C
SC_Transcript_00017670	1996	YHR007C
""	2048	YHR007C
""	2088	YHR007C
""	1131	YHR007C-A
SC_Transcript_00009905	846	YHR008C
SC_Transcript_00017350	897	YHR008C
""	1022	YHR008C
""	1025	YHR008C
SC_Transcript_00011367	1930	YHR009C
""	1961	YHR009C
""	1987	YHR009C
SC_Transcript_00000028	1173	YHR010W
SC_Transcript_00000111	1125	YHR010W
SC_Transcript_00000280	1161	YHR010W
SC_Transcript_00000669	1148	YHR010W
SC_Transcript_00000685	1124	YHR010W
SC_Transcript_00000934	1110	YHR010W
SC_Transcript_00001574	1124	YHR010W
SC_Transcript_00001595	1148	YHR010W
SC_Transcript_00002139	1132	YHR010W
SC_Transcript_00002184	1119	YHR010W
SC_Transcript_00002382	1143	YHR010W
SC_Transcript_00002600	1132	YHR010W
SC_Transcript_00003674	1103	YHR010W
SC_Transcript_00003946	1122	YHR010W
SC_Transcript_00004069	1153	YHR010W
SC_Transcript_00004301	1109	YHR010W
SC_Transcript_00004304	1106	YHR010W
SC_Transcript_00004626	1142	YHR010W
SC_Transcript_00005162	1166	YHR010W
SC_Transcript_00005976	1147	YHR010W
SC_Transcript_00006968	1109	YHR010W
SC_Transcript_00007065	1153	YHR010W
SC_Transcript_00007155	1095	YHR010W
SC_Transcript_00007512	1176	YHR010W
SC_Transcript_00008022	1143	YHR010W
SC_Transcript_00008397	1116	YHR010W
SC_Transcript_00008836	1134	YHR010W
SC_Transcript_00008890	1148	YHR010W
SC_Transcript_00008892	1132	YHR010W
SC_Transcript_00008920	1137	YHR010W
SC_Transcript_00009101	1089	YHR010W
SC_Transcript_00009685	1155	YHR010W
SC_Transcript_00009774	1114	YHR010W
SC_Transcript_00009859	1138	YHR010W
SC_Transcript_00009983	1145	YHR010W
SC_Transcript_00010428	1120	YHR010W
SC_Transcript_00011214	1103	YHR010W
SC_Transcript_00011237	1132	YHR010W
SC_Transcript_00011621	1138	YHR010W
SC_Transcript_00012298	1115	YHR010W
SC_Transcript_00012478	1143	YHR010W
SC_Transcript_00012759	1101	YHR010W
SC_Transcript_00013862	1145	YHR010W
SC_Transcript_00013972	1097	YHR010W
SC_Transcript_00014139	1127	YHR010W
SC_Transcript_00014759	1190	YHR010W
SC_Transcript_00014800	1142	YHR010W
SC_Transcript_00015235	1165	YHR010W
SC_Transcript_00015557	1159	YHR010W
SC_Transcript_00015616	1111	YHR010W
SC_Transcript_00015745	1137	YHR010W
SC_Transcript_00016117	1130	YHR010W
SC_Transcript_00016361	1155	YHR010W
SC_Transcript_00016446	1120	YHR010W
