Name	SGD_Start	SGD_End	5'-UTR_Start	3'-UTR_End	5'-UTR_length	3'-UTR_length	Transcription_level(log2)
YHL027W	51109	52986	50978	53175	131	189	5.087462841
YHL026C	54164	53217	54290	53115	126	102	3.087462841
YHL025W	54849	55847	54801	55933	48	86	4.426264755
YHL024W	56647	58788					1
YHL023C	62561	59121	62590	59066	29	55	3.247927513
YHL022C	64155	62959		62955		4	2
YHL021C	65856	64459	65894	64398	38	61	6.622051819
YHL020C	67453	66239	67528	66139	75	100	4.129283017
YHL019W-A	67708	68301					
YHL019C	69545	67728	69565	67657	20	71	
YHL018W	69705	70067					0
YHL017W	70273	71871	70198	72001	75	130	3.95419631
YHL016C	74241	72034	74326	71921	85	113	3.857980995
YHL015W-A	74696	74779					0
YHL015W	75409	75774	75384	76069	25	295	10.78871833
YHL014C	77311	76094		75884		210	3.754887502
YHL013C	78350	77427	78372	77338	22	89	4.882643049
YHL012W	78932	80413	78748	80497	184	84	2
YHL011C	81612	80650	81706	80529	94	121	7.082149041
YHL010C	83717	81960		81959		1	2.807354922
YHL009C	85056	84064	85184	83875	128	189	3.857980995
YHL008C	94506	92623	94646	92449	140	174	4.491853096
YHL006W-A	97728	98081		98271		190	4.832890014
YHL007C	97933	95114		94995		119	5.426264755
YHL006C	98791	98339		98243		96	3.169925001
YHL004W	99215	100399	99134	100501	81	102	4.554588852
YHL005C	99216	98824		98796		28	
YHL003C	101879	100644	102002	100436	123	208	6.400879436
YHL002W	102607	103965		104021		56	5.741466986
YHL002C-A	103070	102582		102418		164	
YHL001W	104272	105086	104255	105215	17	129	7.299208018
YHR001W	106050	107363	105729	107432	321	69	4
YHR001W-A	107821	108117	107753	108324	68	207	6.569855608
YHR002W	108807	109880					2.321928095
YHR003C	111312	110023	111374	109947	62	76	4.209453366
YHR004C	113089	111749	113189	111637	100	112	3.459431619
YHR005C	114912	113494	114996	113414	84	80	5.491853096
YHR005C-A	115896	115615	115932	115495	36	120	7.405141463
YHR006W	117809	119434	117796	119558	13	124	4.584962501
YHR007C	121678	120086	121808	119838	130	248	7.599912842
YHR007C-A	122760	122545					1
YHR008C	123585	122884	123668	122774	83	110	6.129283017
YHR009C	125675	124104	125752	123971	77	133	5.475733431
YHR010W	126515	127486	126491	127609	24	123	10.89784546
YHR011W	127774	129114	127710	129150	64	36	3.321928095
YHR012W	129475	130442	129320	130770	155	328	5.209453366
YHR013C	131440	130724	131483	130641	43	83	6.442943496
YHR014W	132040	132915					1.584962501
YHR015W	134547	136526					0
YHR016C	138448	136874	138495	136765	47	109	3.523561956
YHR017W	138687	139844	138660	139920	27	76	6.044394119
YHR018C	141395	140004	141436	139855	41	149	6.592457037
YHR019C	143551	141887	143594	141829	43	58	7.471675214
YHR020W	143989	146055	143881	146141	108	86	6.87036472
YHR021C	148662	147864	148703	147794	41	70	10.21006248
YHR021W-A	149218	149673					
YHR022C	150338	149568					
YHR022C-A	151299	151210					0
YHR023W	151659	157445	151409	157549	250	104	2.700439718
YHR024C	159185	157737	159200	157488	15	249	4.357552005
YHR025W	159431	160504	159404	160585	27	81	6.257387843
YHR026W	160837	161478	160718	161610	119	132	6.50779464
YHR027C	164704	161723	164752	161491	48	232	5.129283017
YHR028W-A	167345	167665					
YHR028C	167427	164971		164881		90	5.700439718
YHR029C	168554	167670					
YHR030C	170337	168883	170417	168757	80	126	6.209453366
YHR031C	172963	170792	172979	170690	16	102	3.247927513
YHR032W	173337	175082					4
YHR032W-A	175188	175367					
YHR032C-A	175387	175268					
YHR033W	175541	176812		176862		50	1.807354922
YHR034C	177992	176958	178007	176827	15	131	2.807354922
YHR035W	178212	180104	178162	180104	50	0	3.321928095
YHR036W	180338	181753					2
YHR037W	181970	183697		183853		156	4.906890596
YHR038W	184059	184751					5.209453366
YHR039C	186802	184868	186888	184792	86	76	5.491853096
YHR039C-A	187672	187166	187688	187112	16	54	7.836050355
YHR040W	187917	189017	187900	189122	17	105	5
YHR041C	189857	189124	190010	189055	153	69	4.129283017
YHR042W	190536	192611	190504	192737	32	126	6.321928095
YHR043C	193538	192798	193639	192746	101	52	6.375039431
YHR044C	194801	194061	194861	193970	60	91	3.321928095
YHR045W	195544	197226	195402	197247	142	21	4.832890014
YHR046C	198278	197391	198353	197250	75	141	5.599912842
YHR047C	201303	198733	201353	198611	50	122	6.375039431
YHR048W	204600	206144					1
YHR049W	206455	207186	206426	207317	29	131	
YHR049C-A	207524	207213		206174		1039	
YHR050W	207648	209297		209343		46	5.129283017
YHR050W-A	209469	209639	209527		Potential_AUG_annotation_error		
YHR051W	209699	210145	209648	210598	51	453	5.64385619
YHR052W	210842	211972	210815	212105	27	133	5.584962501
YHR052W-A	212512	212706					
YHR053C	212722	212537					
YHR054C	214251	213187					
YHR054W-A	214510	214704					
YHR055C	214720	214535	214772	214406	52	129	
YHR056W-A	217408	217842		217861		19	
YHR056C	217836	215185					
YHR057C	218845	218228	218892	218185	47	43	4.95419631
YHR058C	219886	218999	219922	218945	36	54	3.857980995
YHR059W	220110	220502	220056	220591	54	89	4.285402219
YHR060W	220727	221272	220720	221339	7	67	5.554588852
YHR061C	222480	221536	222676	221295	196	241	3.169925001
YHR062C	223760	222879	223804	222812	44	67	4.554588852
YHR063C	225171	224032	225189	223976	18	56	5.614709844
YHR063W-A	225444	225779	225406	225945	38	166	
YHR064C	227143	225527	227174	225455	31	72	
YHR065C	229039	227534	229067	227446	28	88	4.554588852
YHR066W	229337	230698	229304	230813	33	115	5.599912842
YHR067W	230972	231814	230950	232148	22	334	3.700439718
YHR068W	232135	233298	232061	233438	74	140	8.938109326
YHR069C	234660	233581	234667	233465	7	116	4.392317423
YHR070W	234883	236382		236961		579	
YHR069C-A	235238	234876					
YHR070C-A	236514	236104					
YHR071W	237006	237695	236946	237753	60	58	5.686500527
YHR072W	239100	241295	239017	241389	83	94	4.285402219
YHR071C-A	239232	238912					2
YHR072W-A	241666	241842	241607	242002	59	160	7.434628228
YHR073W	242584	245574	242504	245720	80	146	
YHR073W-A	242870	243046					
YHR073C-B	245504	245424					
YHR074W	246195	248339	246171	248452	24	113	6.108524457
YHR075C	249643	248441	249687	248393	44	48	4
YHR076W	251103	252227	251076	252344	27	117	4.754887502
YHR077C	255758	252376	255809	252323	51	53	3.754887502
YHR078W	256362	258020	256323	258179	39	159	3.523561956
YHR079C	261593	258246		258043		203	3.584962501
YHR079C-A	262555	262194					0
YHR080C	266840	262803	267046	262755	206	48	4
YHR081W	267540	268094	267492	268219	48	125	5.539158811
YHR082C	271550	268461	271573	268215	23	246	5.64385619
YHR083W	272629	273618	272620	273705	9	87	6.17990909
YHR084W	274176	276242	273960	276553	216	311	3.247927513
YHR085W	276766	277770	276752	277811	14	41	3.754887502
YHR086W	278155	279726	277949	280056	206	330	4.459431619
YHR086W-A	280233	280394					0
YHR087W	280822	281157	280754	281342	68	185	6.813781191
YHR088W	281497	282384	281467	282479	30	95	4.857980995
YHR089C	283300	282683	283354	282514	54	169	7.199672345
YHR090C	284627	283779	284720	283556	93	223	3
YHR091C	286772	284841	287115	284758	343	83	4.087462841
YHR092C	288814	287132	288889	286969	75	163	6.108524457
YHR093W	289145	289693					0
YHR094C	292628	290916	292682	290830	54	86	5.727920455
YHR095W	292946	293380					0
YHR096C	296450	294672					1.584962501
YHR097C	298612	297388	298624	297284	12	104	5.022367813
YHR098C	301937	299148	302012	299026	75	122	5.044394119
YHR099W	302764	313998	302625	314859	139	861	4.491853096
YHR100C	314676	314119		314104		15	4.357552005
YHR101C	315971	314877	316035	314170	64	707	3.247927513
YHR102W	316575	319817	316475	319880	100	63	4.584962501
YHR103W	320417	322975	320336	323012	81	37	4.523561956
YHR104W	323412	324395	323323	324534	89	139	6.209453366
YHR105W	324769	325413					0
YHR106W	325601	326629	325457	326788	144	159	4.357552005
YHR107C	328039	326816	328088	326648	49	168	4
YHR108W	328306	330063	328248	330205	58	142	5.64385619
YHR109W	330313	332070		332146		76	1
YHR110W	332285	332923	332271	333033	14	110	6.022367813
YHR111W	333075	334397					6.651051691
YHR112C	335666	334530	335730	334353	64	177	5.108524457
YHR113W	336340	337812	336324	337909	16	97	5.794415866
YHR114W	338086	339987	338039	340128	47	141	5.426264755
YHR115C	341362	340112	341522	340020	160	92	4.614709844
YHR116W	341668	342123	341658	342379	10	256	4
YHR117W	342352	344271					
YHR118C	345631	344324	345655	344277	24	47	
YHR119W	346046	349288	345810	349405	236	117	3.584962501
YHR120W	349577	352456	349469	352514	108	58	3.087462841
YHR121W	352759	353322	352691	353421	68	99	5.794415866
YHR122W	353628	354323	353574	354470	54	147	4.857980995
YHR123W	354818	356084	354782	356209	36	125	4.807354922
YHR124W	356564	358447	356472	358481	92	34	2
YHR125W	358861	359166					0
YHR126C	360184	359705					0
YHR127W	360916	361647	360889	361818	27	171	4.392317423
YHR128W	362118	362768	362058	362989	60	221	7.224001674
YHR129C	364156	363002	364270	362888	114	114	3.321928095
YHR130C	365303	364968		364837		131	2.584962501
YHR131W-A	367750	367995					
YHR131C	367895	365343					
YHR132C	369797	368505	369840	368362	43	143	5.918863237
YHR132W-A	370057	370452	370024	370768	33	316	5.672425342
YHR133C	371600	370725	371635	370589	35	136	6
YHR134W	371752	372561	370949	372700	803	139	3.700439718
YHR135C	374313	372697	374424	372615	111	82	6.14974712
YHR136C	375103	374657	375198	374586	95	71	5.169925001
YHR137W	375712	377253	375483	377351	229	98	4.247927513
YHR137C-A	376391	375741					
YHR138C	377702	377358	377755	377278	53	80	7.317412614
YHR139C	379202	378222		378197		25	2.584962501
YHR139C-A	380422	380111					2.459431619
YHR140W	380575	381294	380558	381342	17	48	2.700439718
YHR141C	382754	381993	382778	381940	24	53	
YHR142W	383541	384491	383357	384570	184	79	4.426264755
YHR143W	385513	386490	385244	386731	269	241	8.047123912
YHR143W-A	387236	387448	387197	387716	39	268	5.794415866
YHR144C	388729	387791	388764	387554	35	237	3.906890596
YHR145C	389340	388984					
YHR146W	390303	391700	390277	391748	26	48	6.247927513
YHR147C	393286	392642	393322	392524	36	118	4.832890014
YHR148W	393537	394088	393523	394401	14	313	3.392317423
YHR149C	396662	394458	396716	394342	54	116	4.64385619
YHR150W	397254	398993	397222	399209	32	216	3.95419631
YHR151C	400851	399271					1.584962501
YHR152W	401437	401958	401342	402063	95	105	5.426264755
YHR153C	402685	402089	402651		Potential_AUG_annotation_error		2
YHR154W	402969	406181	402920	406255	49	74	4.459431619
YHR155W	407106	410792	407022	411142	84	350	2.169925001
YHR156C	412409	411387	412436	411359	27	28	5.169925001
YHR157W	412910	413458	412836	413669	74	211	2.584962501
YHR158C	417182	413688	417185	413570	3	118	3.459431619
YHR159W	417552	419066	417509	419228	43	162	3.169925001
YHR160C	420075	419224					0
YHR161C	422289	420376	422607	420298	318	78	5.087462841
YHR162W	423075	423464	422906	423579	169	115	7.682994584
YHR163W	423726	424475	423681	424615	45	140	5.727920455
YHR164C	429180	424612	429148	424496	Potential_AUG_annotation_error	116	3.807354922
YHR165W-A	436649	436960		437050		90	
YHR165C	436950	429709		429631		78	3.087462841
YHR166C	439052	437172	439116	437118	64	54	2.584962501
YHR167W	439344	440129	439300	440199	44	70	3.169925001
YHR168W	440379	441878					2.321928095
YHR169W	442182	443477	442052	443568	130	91	3.95419631
YHR170W	443829	445385	443777	445486	52	101	5.539158811
YHR171W	445713	447605		447753		148	3.459431619
YHR172W	448335	450806					
YHR173C	451153	450815					
YHR174W	451327	452640	451205	452759	122	119	11.63481105
YHR175W	452872	453441		453645		204	3.857980995
YHR175W-A	453558	453707		453707		0	2.459431619
YHR176W	454229	455527	454259	455589	Potential_AUG_annotation_error	62	2.584962501
YHR177W	456591	457952					0
YHR178W	459299	461530	459252	461669	47	139	2.906890596
YHR179W	462502	463704	462455	463809	47	105	8.440869168
YHR180W	465178	465669	465133	465762	45	93	
YHR180W-A	466932	467114					
YHR180C-B	467062	466958					
YHR181W	467228	467914	467169	468003	59	89	5.169925001
YHR182W	468219	470576	468241	470606	Potential_AUG_annotation_error	30	2.700439718
YHR183W	470960	472429	470882	472550	78	121	8.517669388
YHR182C-A	471412	470939		470898		41	
YHR184W	472744	474459					2
YHR185C	475340	474627					1
YHR186C	480672	475999	480760	475947	88	52	3.754887502
YHR187W	480990	481919	480954	482029	36	110	
YHR188C	483837	482005	483878	481957	41	48	
YHR189W	484028	484600					2.700439718
YHR190W	484845	486179	484795	486279	50	100	
YHR191C	486631	486230	486673	486050	42	180	
YHR192W	486826	487662	486800	487740	26	78	
YHR193C	488236	487712	488254	487668	18	44	
YHR194W	488657	490396		490483		87	4.523561956
YHR193C-A	489027	488653					
YHR195W	490747	491712	490598	491904	149	192	5.50779464
YHR196W	491931	493658	491875	493705	56	47	4.554588852
YHR197W	493896	496187	493890	496294	6	107	2.321928095
YHR198C	497280	496315	497267	496197	Potential_AUG_annotation_error	118	3.700439718
YHR199C	498422	497490		497446		44	4.169925001
YHR199C-A	498859	498571					2.584962501
YHR200W	499079	499885	499047	499952	32	67	
YHR201C	501143	499950	501160	499819	17	131	
YHR202W	502388	504196					2.169925001
YHR203C	505530	504476	505557	504370	27	106	
YHR204W	506319	508709	506113	508832	206	123	4.554588852
YHR205W	509363	511837		512017		180	1
YHR206W	512732	514600	512434	514900	298	300	4.491853096
YHR207C	516485	514905	516529	514812	44	93	5.285402219
YHR208W	517532	518713	517509	518869	23	156	9.528454111
YHR209W	519437	520312	519328	520390	109	78	4.044394119
YHR210C	521737	520712					2.321928095
YHR211W	525392	528619					
YHR212C	538094	537759					
YHR212W-A	538742	538945					
YHR213W	539151	539747					
YHR213W-A	540549	540782					
YHR213W-B	540800	541099					
YHR214W	541651	542262					
YHR214W-A	543008	543493					
YHR214C-D	550941	550648					
YHR214C-E	551499	551200					
YHR215W	552099	553502	552054	553569	45	67	
YHR216W	554396	555967	554200	556147	196	180	7.599912842
YHR217C	557042	556581					
YHR218W	558014	559924					
YHR218W-A	559932	560249					
YHR219W	560173	562047					
YHR219C-A	561681	561199					
YJL225W-A	829	1311					
YJL225C	6130	466					
YJL223C	9138	8776					
YJL222W-B	9346	9483					
YJL222W-A	9452	9679					
YJL222W	11475	16124					
YJL220W	18243	18695					
YJL221C	18536	16767					
YJL219W	19497	21200					0
YJL218W	21973	22563	21938	22714	35	151	4.285402219
YJL217W	23133	23729	23053	23844	80	115	6.118941073
YJL216C	26086	24341	26143	24315	57	26	3
YJL215C	26771	26412					0
YJL214W	26887	28596					1.584962501
YJL213W	32163	33158	31986	33260	177	102	3.857980995
YJL212C	36249	33850	36281	33750	32	100	5.189824559
YJL210W	36919	37734		37799		65	2.807354922
YJL211C	37200	36757		36730		27	0
YJL209W	38005	39969	37922	40064	83	95	2.584962501
YJL208C	41183	40194		40071		123	3.857980995
YJL207C	47433	41389	47434	41368	1	21	3.754887502
YJL206C	49935	47659		47581		78	2.321928095
YJL205C	50443	50139	50494	50043	51	96	4.857980995
YJL204C	53151	50629	53211	50581	60	48	4
YJL203W	53341	54183	53312	54295	29	112	
YJL202C	54290	53943					
YJL201W	54379	56178		56232		54	5.409390936
YJL200C	58813	56444	58854	56313	41	131	6.129283017
YJL199C	60181	59855	60264	59639	83	216	4.209453366
YJL198W	60843	63488	60680	63568	163	80	5.209453366
YJL197W	63804	67568	63753	67646	51	78	3.64385619
YJL197C-A	66085	65804					
YJL196C	68781	67849	68826	67739	45	110	7.124121312
YJL194W	69337	70878					1
YJL195C	69941	69240					
YJL193W	71365	72573	71263	72702	102	129	2.807354922
YJL192C	73413	72709	73439	72640	26	69	5.523561956
YJL191W	73786	74610	73769	74716	17	106	5.727920455
YJL190C	75301	74909	75313	74780	12	129	10.28886607
YJL189W	75932	76473	75905	76611	27	138	
YJL188C	76509	76201					
YJL187C	79261	76802					1.584962501
YJL186W	80153	81913	80134	82008	19	95	5.321928095
YJL185C	82974	82093	83103	81950	129	143	2.807354922
YJL184W	83446	83817	83417	83892	29	75	5.584962501
YJL183W	84066	85334	83990	85399	76	65	
YJL181W	85658	87493		87578		85	
YJL182C	85750	85433					
YJL180C	88558	87581	88573	87498	15	83	
YJL179W	88785	89114	88742	89249	43	135	5.686500527
YJL178C	90095	89280	90118	89182	23	98	3.523561956
YJL177W	90784	91655	90745	91751	39	96	8.689997971
YJL175W	94047	94559		94559		0	
YJL176C	94528	92051	94592	91992	64	59	4.491853096
YJL174W	95090	95920	94974	96091	116	171	6.906890596
YJL173C	96527	96159		96100		59	6.21916852
YJL172W	97731	99461	97705	99602	26	141	4.357552005
YJL171C	100888	99698	100927	99520	39	178	6.417852515
YJL170C	101773	101144	101802	101144	29	0	4.321928095
YJL169W	102093	102461					
YJL168C	104422	102221	104462	102045	40	176	
YJL167W	105008	106066	104951	106161	57	95	7.396604781
YJL166W	106428	106712	106333	106882	95	170	6.894817763
YJL165C	109455	106888	109591	106881	136	7	6.569855608
YJL164C	111153	109960	111333	109871	180	89	5.14974712
YJL163C	113329	111662	113405	111597	76	65	2.584962501
YJL162C	115625	113874	115689	113710	64	164	3.584962501
YJL161W	117241	117783	117150	117951	91	168	3.392317423
YJL160C	118821	117958	118917	117802	96	156	2.906890596
YJL159W	120445	121686	120390	121990	55	304	9.237209961
YJL158C	122944	122261	122971	122096	27	165	9.89102419
YJL157C	126324	123832		123697		135	1.584962501
YJL156W-A	126600	126821					
YJL156C	128949	126886	129034	126481	85	405	
YJL155C	130640	129282	130754	129138	114	144	3.087462841
YJL154C	133932	131098	133987	131070	55	28	6.636624621
YJL153C	135930	134329					1
YJL152W	136171	136530					
YJL151C	136770	136369	136794	136324	24	45	
YJL150W	137120	137422					
YJL149W	137376	139367	137330	139677	46	310	4.129283017
YJL148W	140434	141135	140391	141197	43	62	6.857980995
YJL147C	142564	141416	142688	141385	124	31	3.754887502
YJL146W	143289	144698	143193	144833	96	135	3.169925001
YJL145W	145157	146041	145117	146107	40	66	4.554588852
YJL144W	146356	146670	146335	146904	21	234	7.124121312
YJL143W	147098	147574	147055	147888	43	314	6.584962501
YJL142C	148208	147816		147812		4	8.301496195
YJL141C	150387	147964	150476	147835	89	129	
YJL140W	150958	151623	150874	151675	84	52	
YJL139C	152996	151710	153050	150921	54	789	
YJL138C	154688	153501	154776	153335	88	166	
YJL137C	156124	154982	156180	154887	56	95	2
YJL136W-A	156166	156249					1
YJL136C	157270	156547	157291	156427	21	120	
YJL135W	157874	158191	157905		Potential_AUG_annotation_error		
YJL134W	158185	159414		159489		75	5.539158811
YJL133C-A	159844	159620	159902	159476	58	144	4.906890596
YJL133W	160616	161560	160445	161692	171	132	5.022367813
YJL132W	161911	164163	161817	164325	94	162	3.523561956
YJL131C	165345	164275					4.129283017
YJL130C	172364	165720	172988	165643	624	77	5.375039431
YJL129C	177303	173596	177446	173532	143	64	3.584962501
YJL128C	180100	178094	180293	178072	193	22	5.14974712
YJL127W-A	180191	180307		180307		0	2
YJL127C-B	181707	181549	181839	181280	132	269	6.46760555
YJL127C	184218	182296	184311	182030	93	266	2.700439718
YJL126W	184499	185422					4.523561956
YJL125C	186677	185526	186710	185424	33	102	4.64385619
YJL124C	187643	187125	187801	186921	158	204	5.044394119
YJL123C	189439	188003	189465	187984	26	19	6.055282436
YJL122W	189715	190242	189686	190399	29	157	4.392317423
YJL120W	191021	191344					1
YJL121C	191089	190373	191189	190308	100	65	6.087462841
YJL118W	191638	192297		192466		169	3
YJL119C	191894	191571					
YJL117W	192530	193465	192391	193484	139	19	5.807354922
YJL116C	194872	193859					1
YJL115W	196285	197124	196221	197207	64	83	3.700439718
YJL112W	205301	207445	205277	207586	24	141	3
YJL111W	207873	209525	207707	209655	166	130	6.339850003
YJL110C	211573	209918	211685	209837	112	81	3.807354922
YJL109C	217305	211996	217343	211946	38	50	4.672425342
YJL108C	218852	217701					1.584962501
YJL107C	220012	218849					
YJL106W	221386	223323	221287	223538	99	215	3.321928095
YJL105W	225051	226733		226733		0	2.700439718
YJL104W	227323	227772	227293	227941	30	169	5.569855608
YJL103C	230877	229021	230858	228821	Potential_AUG_annotation_error	200	2.584962501
YJL102W	231297	233756	231278	233759	19	3	2
YJL101C	236352	234316	236505	234109	153	207	5.64385619
YJL100W	237259	239082					0
YJL099W	239410	241650	239310	241997	100	347	4
YJL098W	242078	245254	242051	245323	27	69	3.700439718
YJL097W	245587	246240	245543	246296	44	56	5.539158811
YJL096W	246486	246971	246455	247038	31	67	5.727920455
YJL095W	247250	251686		251760		74	3.64385619
YJL094C	254437	251816	254501	251699	64	117	4.459431619
YJL093C	256807	254732	256780	254632	Potential_AUG_annotation_error	100	2.906890596
YJL092W	257418	260942	257251	261034	167	92	3.700439718
YJL091C	262547	261075	262555	260933	8	142	4.523561956
YJL090C	265046	262752	265901	262682	855	70	3.700439718
YJL089W	265921	268410					1.584962501
YJL088W	268794	269810	268767	269907	27	97	3
YJL087C	272480	269997					0
YJL085W	272822	274693		274804		111	3.169925001
YJL086C	272841	272473					
YJL084C	277997	274857	278080	274857	83	0	3.95419631
YJL083W	278836	280650	278781	280794	55	144	3
YJL082W	281180	283375	281063	283595	117	220	4.807354922
YJL081C	285266	283797	285296	283674	30	123	5.169925001
YJL080C	289221	285553	289404	285471	183	82	6.14974712
YJL079C	290769	289870	290953	289705	184	165	3.857980995
YJL078C	293976	291331	294041	291148	65	183	5.108524457
YJL077W-B	294042	294140		294341		201	3.321928095
YJL077W-A	294794	294880					
YJL077C	295056	294661	295084	294626	28	35	3.64385619
YJL076W	295240	298809	295195	298853	45	44	
YJL075C	298871	298455					
YJL074C	302844	299152	302888	299066	44	86	3.392317423
YJL073W	303176	305113	303054	305202	122	89	4.209453366
YJL072C	305857	305216					3.906890596
YJL071W	306127	307851					2
YJL070C	310632	307966	310703	307879	71	87	3.169925001
YJL069C	312701	310917	312724	310850	23	67	4.523561956
YJL068C	313910	313011		312925		86	5.409390936
YJL067W	314079	314429					
YJL066C	314867	314109		313920		189	
YJL064W	315170	315565		315565		0	
YJL065C	315552	315049		314951		98	6.022367813
YJL063C	316470	315754	316500	315695	30	59	3.584962501
YJL062W-A	316718	316975	316702	317174	16	199	6.924812504
YJL062W	317279	319771	317246	319855	33	84	3.584962501
YJL061W	320011	322152	319947	322270	64	118	5.209453366
YJL060W	323381	324715	323320	324805	61	90	4.523561956
YJL059W	324959	326185	324860	326277	99	92	
YJL058C	327868	326237					
YJL057C	330116	328113	330213	328054	97	59	5.614709844
YJL056C	333068	330426	333129	330348	61	78	2.807354922
YJL055W	333352	334089	333331	334152	21	63	6.794415866
YJL054W	334260	335696	334240	335887	20	191	4.930737338
YJL053W	335893	337032		337167		135	5.584962501
YJL052C-A	337998	337879					0
YJL052W	338266	339264	338191	339395	75	131	10.87996608
YJL051W	339782	342250					1
YJL050W	342517	345738	342334	345787	183	49	5.95419631
YJL049W	345968	347320	345897	347399	71	79	4.977279923
YJL048C	348632	347442	348785	347309	153	133	5.599912842
YJL047C-A	349173	349039					1.584962501
YJL047C	352103	349575	352171	349530	68	45	2
YJL046W	352381	353610	352362	353793	19	183	4.169925001
YJL045W	356019	357923					0
YJL044C	359671	358295	359716	358226	45	69	5.22881869
YJL043W	360125	360898					0
YJL042W	361244	365440	361166	365563	78	123	4.832890014
YJL041W	365779	368368	365721	368498	58	130	5.14974712
YJL039C	373794	368743	373811	368564	17	179	5.426264755
YJL038C	375769	375110					0
YJL037W	376657	377331	376646	377442	11	111	3.169925001
YJL036W	378820	380091	378745	380234	75	143	4.614709844
YJL035C	380996	380244					3.523561956
YJL034W	381322	383370	381283	383568	39	198	7.495855027
YJL033W	383832	386144	383803	386228	29	84	5.169925001
YJL032W	386343	386657					
YJL031C	387433	386363					
YJL030W	387652	388242	387615	388257	37	15	4.700439718
YJL029C	390848	388380					5.087462841
YJL028W	391306	391641					0
YJL027C	392244	391828					0
YJL026W	392399	393598	392357	393735	42	137	6.562242424
YJL026C-A	393282	393061		392743		318	
YJL025W	393962	395506		396347		841	0
YJL024C	396587	395926	396606	395707	19	219	4.554588852
YJL022W	398104	398412					
YJL023C	398393	397350		397255		95	4.087462841
YJL020W-A	400976	401233					
YJL020C	402405	398932	402479	398810	74	122	4.285402219
YJL019W	402892	404940	402790	404944	102	4	2.807354922
YJL016W	405583	407268	405194	407377	389	109	
YJL015C	407511	407137		406949		188	
YJL014W	407552	409156	407520	409278	32	122	7.618385502
YJL013C	411034	409487	411056	409238	22	249	4.523561956
YJL012C	413393	411228	413425	411180	32	48	5.807354922
YJL011C	414764	414279	414809	414153	45	126	3.169925001
YJL010C	419556	417556	419578	417495	22	61	4
YJL009W	419849	420175	419770	420830	79	655	
YJL008C	421657	419951	421683	419823	26	128	
YJL007C	423006	422692					0.584962501
YJL006C	424103	423132	424133	423077	30	55	4.64385619
YJL005W	425151	431231	424995	431444	156	213	4.977279923
YJL004C	432194	431583	432202	431318	8	265	5.807354922
YJL003W	432638	432994	432587	433194	51	200	3.700439718
YJL002C	434645	433215	434686	433135	41	80	6.491853096
YJL001W	435157	435920	435116	436034	41	114	7.948367232
YJR001W	436796	438604	436739	438689	57	85	5.22881869
YJR002W	438858	440639	438841	441000	17	361	4.906890596
YJR003C	442546	440987		440908		79	5.614709844
YJR004C	444854	442902		442764		138	1.584962501
YJR005W	445916	448018	445869	448309	47	291	3.169925001
YJR005C-A	448751	448470					0
YJR006W	449195	450658	449190	450716	5	58	3.523561956
YJR007W	451013	451927	450927	452096	86	169	7.082149041
YJR008W	452423	453439	452272	453521	151	82	5.523561956
YJR009C	454674	453676	454707	453579	33	97	
YJR010W	456232	457767	456142	457918	90	151	5.14974712
YJR010C-A	458354	458070		457857		213	2
YJR011C	459419	458634	459464	458555	45	79	4.087462841
YJR013W	460375	461586		461675		89	4.857980995
YJR012C	460411	459788		459728		60	5.129283017
YJR014W	461822	462418	461784	462519	38	101	6.055282436
YJR015W	462714	464246		464379		133	3.584962501
YJR016C	466201	464444	466218	464309	17	135	7.011227255
YJR018W	466779	467141		467178		37	
YJR017C	467026	466514	467049	466296	23	218	4.882643049
YJR020W	467994	468326					
YJR019C	468274	467225		467154		71	
YJR021C	469572	468548	469696	468469	124	79	2.321928095
YJR022W	469777	470106	469758	470225	19	119	
YJR023C	470198	469797					
YJR024C	470957	470223		470109		114	
YJR025C	471664	471131	471731	471003	67	128	6.442943496
YJR030C	486189	483952	486249	483946	60	6	
YJR031C	490805	486579	490882	486471	77	108	2.807354922
YJR032W	491074	492255	491067	492363	7	108	5.22881869
YJR033C	496444	492371					3.906890596
YJR034W	496676	497002	496598	497067	78	65	1.807354922
YJR035W	497348	500605					3.169925001
YJR037W	503095	503478					
YJR036C	503384	500706		500653		53	3.807354922
YJR039W	503929	507294		507400		106	3.584962501
YJR038C	504065	503703					0
YJR040W	507739	510078	507696	510138	43	60	6.076815597
YJR041C	513756	510232	513825	510040	69	192	3.807354922
YJR042W	514048	516282	513974	516364	74	82	4.523561956
YJR043C	517506	516454	517561	516342	55	112	3.807354922
YJR044C	519178	518756	519242	518599	64	157	6.562242424
YJR045C	521595	519631	521735	519434	140	197	8.364134655
YJR046W	522041	523855	522024	523917	17	62	6.442943496
YJR047C	525374	524901	525404	524801	30	100	5.169925001
YJR048W	526328	526657	526278	527549	50	892	4.247927513
YJR049C	528469	526877	528499	526726	30	151	5.569855608
YJR050W	528690	529397	528678	529656	12	259	4.754887502
YJR051W	529854	531359		531431		72	5.209453366
YJR052W	532055	533752	532014	533805	41	53	3.459431619
YJR053W	534020	535744					0
YJR054W	536049	537542	535866	537670	183	128	4.321928095
YJR055W	538765	539259	538762	539328	3	69	3.700439718
YJR056C	542495	541785	542677	541663	182	122	2.700439718
YJR057W	544055	544705	544036	544776	19	71	
YJR058C	545168	544725	545240	544704	72	21	
YJR059W	545780	548236	545720	548362	60	126	4.614709844
