#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YLR185W_CDS	GENE_YLR185W_CDS	YLR185W_id001	protein_coding	0	0	0	40	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	23
YLR185W_CDS	GENE_YLR185W_CDS	YLR185W_id002	protein_coding	0	0	0	40	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	23
YLR186W_CDS	GENE_YLR186W_CDS	YLR186W_id001	protein_coding	0	0	0	35	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YLR186W_CDS	GENE_YLR186W_CDS	YLR186W_id003	protein_coding	0	0	0	35	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YLR187W_CDS	GENE_YLR187W_CDS	YLR187W_id001	protein_coding	0	10	2	44	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	10	10
YLR188W_CDS	GENE_YLR188W_CDS	YLR188W_id001	protein_coding	0	11	4	46	0	0	0	0	30	0	0	0	4	0	0	0	0	0	0	0	0	11	16
YLR188W_CDS	GENE_YLR188W_CDS	YLR188W_id003	protein_coding	0	11	4	46	0	0	0	0	30	0	0	0	4	0	0	0	0	0	0	0	0	11	16
YLR189C_CDS	GENE_YLR189C_CDS	YLR189C_id001	protein_coding	0	14	3	71	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	14	39
YLR190W_CDS	GENE_YLR190W_CDS	YLR190W_id001	protein_coding	0	9	3	75	0	0	0	0	43	0	0	0	3	0	0	0	0	0	0	0	0	9	32
YLR190W_CDS	GENE_YLR190W_CDS	YLR190W_id002	protein_coding	0	9	3	75	0	0	0	0	43	0	0	0	3	0	0	0	0	0	0	0	0	9	32
YLR191W_CDS	GENE_YLR191W_CDS	YLR191W_id001	protein_coding	0	7	2	68	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	7	38
YLR191W_CDS	GENE_YLR191W_CDS	YLR191W_id004	protein_coding	0	7	2	68	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	7	38
YLR192C_CDS	GENE_YLR192C_CDS	YLR192C_id001	protein_coding	0	1	1	76	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	1	37
YLR192C_CDS	GENE_YLR192C_CDS	YLR192C_id005	protein_coding	0	1	1	76	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	1	37
YLR193C_CDS	GENE_YLR193C_CDS	YLR193C_id001	protein_coding	0	1	0	79	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	1	38
YLR193C_CDS	GENE_YLR193C_CDS	YLR193C_id014	protein_coding	0	1	0	79	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	1	38
YLR194C_CDS	GENE_YLR194C_CDS	YLR194C_id001	protein_coding	0	5	3	68	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	0	5	31
YLR194C_CDS	GENE_YLR194C_CDS	YLR194C_id002	protein_coding	0	5	3	68	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	0	5	31
YLR195C_CDS	GENE_YLR195C_CDS	YLR195C_id001	protein_coding	0	0	3	67	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	0	0	28
YLR195C_CDS	GENE_YLR195C_CDS	YLR195C_id003	protein_coding	0	0	3	67	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	0	0	28
YLR196W_CDS	GENE_YLR196W_CDS	YLR196W_id001	protein_coding	0	9	5	58	0	0	0	0	23	0	0	0	5	0	0	0	0	0	0	0	0	9	35
YLR196W_CDS	GENE_YLR196W_CDS	YLR196W_id004	protein_coding	0	9	5	58	0	0	0	0	23	0	0	0	5	0	0	0	0	0	0	0	0	9	35
YLR197W_CDS	GENE_YLR197W_CDS	YLR197W_id001	protein_coding	0	2	1	61	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	2	34
YLR197W_CDS	GENE_YLR197W_CDS	YLR197W_id002	protein_coding	0	2	1	61	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	2	34
YLR198C_CDS	GENE_YLR198C_CDS	YLR198C_mRNA	protein_coding	0	0	1	55	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	0	28
YLR199C_CDS	GENE_YLR199C_CDS	YLR199C_id001	protein_coding	0	3	1	59	0	0	0	0	29	0	0	1	1	0	0	0	0	0	0	0	0	3	29
YLR199C_CDS	GENE_YLR199C_CDS	YLR199C_id004	protein_coding	0	3	1	59	0	0	0	0	29	0	0	1	1	0	0	0	0	0	0	0	0	3	29
YLR200W_CDS	GENE_YLR200W_CDS	YLR200W_id001	protein_coding	0	1	1	53	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	1	26
YLR200W_CDS	GENE_YLR200W_CDS	YLR200W_id003	protein_coding	0	1	1	53	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	1	26
YLR201C_CDS	GENE_YLR201C_CDS	YLR201C_id001	protein_coding	0	5	1	51	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	5	25
YLR201C_CDS	GENE_YLR201C_CDS	YLR201C_id002	protein_coding	0	5	1	51	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	5	25
YLR202C_CDS	GENE_YLR202C_CDS	YLR202C_mRNA	protein_coding	1	0	0	54	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	29
YLR203C_CDS	GENE_YLR203C_CDS	YLR203C_id001	protein_coding	0	4	2	56	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	4	33
YLR203C_CDS	GENE_YLR203C_CDS	YLR203C_id002	protein_coding	0	4	2	56	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	4	33
YLR204W_CDS	GENE_YLR204W_CDS	YLR204W_id001	protein_coding	0	1	0	58	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	27
YLR204W_CDS	GENE_YLR204W_CDS	YLR204W_id002	protein_coding	0	1	0	58	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	27
YLR205C_CDS	GENE_YLR205C_CDS	YLR205C_id001	protein_coding	0	3	2	57	0	2	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	3	29
YLR205C_CDS	GENE_YLR205C_CDS	YLR205C_id004	protein_coding	0	3	2	57	0	2	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	3	29
YLR206W_CDS	GENE_YLR206W_CDS	YLR206W_mRNA	protein_coding	0	11	5	40	0	0	1	2	16	0	0	0	2	0	0	0	0	0	0	0	0	11	24
YLR207W_CDS	GENE_YLR207W_CDS	YLR207W_id001	protein_coding	0	6	2	54	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	6	33
YLR207W_CDS	GENE_YLR207W_CDS	YLR207W_id002	protein_coding	0	6	2	54	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	6	33
YLR208W_CDS	GENE_YLR208W_CDS	YLR208W_id001	protein_coding	0	1	0	53	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	28
YLR208W_CDS	GENE_YLR208W_CDS	YLR208W_id002	protein_coding	0	1	0	53	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	28
YLR209C_CDS	GENE_YLR209C_CDS	YLR209C_id001	protein_coding	0	1	1	52	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	1	31
YLR209C_CDS	GENE_YLR209C_CDS	YLR209C_id003	protein_coding	0	1	1	52	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	1	31
YLR210W_CDS	GENE_YLR210W_CDS	YLR210W_id001	protein_coding	0	2	2	43	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	2	16
YLR210W_CDS	GENE_YLR210W_CDS	YLR210W_id002	protein_coding	0	2	2	43	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	2	16
YLR211C_CDS	GENE_YLR211C_CDS	YLR211C_id001	protein_coding	0	2	1	42	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	2	23
YLR211C_CDS	GENE_YLR211C_CDS	YLR211C_id002	protein_coding	0	2	1	42	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	2	23
YLR212C_CDS	GENE_YLR212C_CDS	YLR212C_id001	protein_coding	0	7	0	44	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	1	6	20
YLR212C_CDS	GENE_YLR212C_CDS	YLR212C_id002	protein_coding	0	7	0	44	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	1	6	20
YLR213C_CDS	GENE_YLR213C_CDS	YLR213C_id001	protein_coding	0	1	0	48	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	17
YLR213C_CDS	GENE_YLR213C_CDS	YLR213C_id002	protein_coding	0	1	0	48	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	17
YLR214W_CDS	GENE_YLR214W_CDS	YLR214W_id001	protein_coding	0	5	1	53	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	5	28
YLR214W_CDS	GENE_YLR214W_CDS	YLR214W_id004	protein_coding	0	5	1	53	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	5	28
YLR215C_CDS	GENE_YLR215C_CDS	YLR215C_id001	protein_coding	0	3	1	45	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	3	26
YLR215C_CDS	GENE_YLR215C_CDS	YLR215C_id003	protein_coding	0	3	1	45	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	3	26
YLR216C_CDS	GENE_YLR216C_CDS	YLR216C_id001	protein_coding	0	1	2	43	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	1	27
YLR216C_CDS	GENE_YLR216C_CDS	YLR216C_id003	protein_coding	0	1	2	43	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	1	27
YLR217W_CDS	GENE_YLR217W_CDS	YLR217W_id001	protein_coding	0	0	1	44	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	0	17
YLR218C_CDS	GENE_YLR218C_CDS	YLR218C_id001	protein_coding	0	1	2	40	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	1	22
YLR219W_CDS	GENE_YLR219W_CDS	YLR219W_id001	protein_coding	0	8	7	34	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	8	20
YLR219W_CDS	GENE_YLR219W_CDS	YLR219W_id003	protein_coding	0	8	7	34	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	8	20
YLR220W_CDS	GENE_YLR220W_CDS	YLR220W_id001	protein_coding	0	3	0	41	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	26
YLR220W_CDS	GENE_YLR220W_CDS	YLR220W_id003	protein_coding	0	3	0	41	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	26
YLR221C_CDS	GENE_YLR221C_CDS	YLR221C_id001	protein_coding	0	1	1	41	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	1	17
YLR221C_CDS	GENE_YLR221C_CDS	YLR221C_id002	protein_coding	0	1	1	41	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	1	17
YLR222C-A_CDS	GENE_YLR222C-A_CDS	YLR222C-A_mRNA	protein_coding	0	1	0	38	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	22
YLR222C_CDS	GENE_YLR222C_CDS	YLR222C_id001	protein_coding	0	3	1	49	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	3	24
YLR222C_CDS	GENE_YLR222C_CDS	YLR222C_id002	protein_coding	0	3	1	49	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	3	24
YLR223C_CDS	GENE_YLR223C_CDS	YLR223C_mRNA	protein_coding	0	8	3	44	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	8	27
YLR224W_CDS	GENE_YLR224W_CDS	YLR224W_id001	protein_coding	0	2	1	50	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	2	25
YLR224W_CDS	GENE_YLR224W_CDS	YLR224W_id005	protein_coding	0	2	1	50	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	2	25
YLR225C_CDS	GENE_YLR225C_CDS	YLR225C_id001	protein_coding	0	2	0	50	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	27
YLR226W_CDS	GENE_YLR226W_CDS	YLR226W_id001	protein_coding	0	4	1	40	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	4	25
YLR226W_CDS	GENE_YLR226W_CDS	YLR226W_id002	protein_coding	0	4	1	40	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	4	25
YLR227C_CDS	GENE_YLR227C_CDS	YLR227C_mRNA	protein_coding	0	2	3	37	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	2	10
YLR227W-A_CDS	GENE_YLR227W-A_CDS	YLR227W-A_transposable_element	protein_coding	0	0	0	57	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	28
YLR227W-B_CDS	GENE_YLR227W-B_CDS	YLR227W-B_transposable_element	protein_coding	0	4	7	80	0	0	0	0	52	0	0	0	7	0	0	0	0	0	0	0	0	4	28
YLR228C_CDS	GENE_YLR228C_CDS	YLR228C_id001	protein_coding	0	11	5	78	0	1	0	0	30	0	0	0	4	0	0	0	0	0	0	0	0	11	48
YLR228C_CDS	GENE_YLR228C_CDS	YLR228C_id002	protein_coding	0	11	5	78	0	1	0	0	30	0	0	0	4	0	0	0	0	0	0	0	0	11	48
YLR229C_CDS	GENE_YLR229C_CDS	YLR229C_id001	protein_coding	0	0	1	108	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	0	60
YLR229C_CDS	GENE_YLR229C_CDS	YLR229C_id002	protein_coding	0	0	1	108	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	0	60
YLR230W_CDS	GENE_YLR230W_CDS	YLR230W_mRNA	protein_coding	0	0	1	99	0	0	0	0	59	0	0	0	1	0	0	0	0	0	0	0	0	0	40
YLR231C_CDS	GENE_YLR231C_CDS	YLR231C_id001	protein_coding	0	10	0	96	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	10	54
YLR231C_CDS	GENE_YLR231C_CDS	YLR231C_id004	protein_coding	0	10	0	96	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	10	54
YLR232W_CDS	GENE_YLR232W_CDS	YLR232W_mRNA	protein_coding	1	4	2	95	0	0	0	0	50	1	0	0	2	0	0	0	0	0	0	0	0	4	45
YLR233C_CDS	GENE_YLR233C_CDS	YLR233C_id001	protein_coding	0	21	9	106	0	0	0	0	48	0	0	0	9	0	0	0	0	0	0	0	0	21	58
YLR234W_CDS	GENE_YLR234W_CDS	YLR234W_id001	protein_coding	0	10	2	111	0	0	0	0	51	0	0	0	2	0	0	0	0	0	0	0	0	10	60
YLR234W_CDS	GENE_YLR234W_CDS	YLR234W_id002	protein_coding	0	10	2	111	0	0	0	0	51	0	0	0	2	0	0	0	0	0	0	0	0	10	60
YLR235C_CDS	GENE_YLR235C_CDS	YLR235C_mRNA	protein_coding	0	1	2	103	0	0	0	0	54	0	0	0	2	0	0	0	0	0	0	0	0	1	49
YLR236C_CDS	GENE_YLR236C_CDS	YLR236C_mRNA	protein_coding	0	1	1	104	0	0	0	0	56	0	0	0	1	0	0	0	0	0	0	0	0	1	48
YLR237W_CDS	GENE_YLR237W_CDS	YLR237W_id001	protein_coding	0	23	6	71	0	0	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	23	52
YLR237W_CDS	GENE_YLR237W_CDS	YLR237W_id003	protein_coding	0	23	6	71	0	0	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	23	52
YLR238W_CDS	GENE_YLR238W_CDS	YLR238W_id001	protein_coding	0	2	1	72	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	2	59
YLR239C_CDS	GENE_YLR239C_CDS	YLR239C_id001	protein_coding	0	2	1	63	0	0	0	0	51	0	0	0	1	0	0	0	0	0	0	0	0	2	12
YLR239C_CDS	GENE_YLR239C_CDS	YLR239C_id002	protein_coding	0	2	1	63	0	0	0	0	51	0	0	0	1	0	0	0	0	0	0	0	0	2	12
YLR240W_CDS	GENE_YLR240W_CDS	YLR240W_id001	protein_coding	0	7	1	52	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	7	43
YLR240W_CDS	GENE_YLR240W_CDS	YLR240W_id003	protein_coding	0	7	1	52	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	7	43
YLR241W_CDS	GENE_YLR241W_CDS	YLR241W_id001	protein_coding	0	5	0	24	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	13
YLR241W_CDS	GENE_YLR241W_CDS	YLR241W_id003	protein_coding	0	5	0	24	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	13
YLR242C_CDS	GENE_YLR242C_CDS	YLR242C_id001	protein_coding	0	3	0	27	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	14
YLR242C_CDS	GENE_YLR242C_CDS	YLR242C_id002	protein_coding	0	3	0	27	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	14
YLR243W_CDS	GENE_YLR243W_CDS	YLR243W_id001	protein_coding	0	0	0	31	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	15
YLR243W_CDS	GENE_YLR243W_CDS	YLR243W_id003	protein_coding	0	0	0	31	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	15
YLR244C_CDS	GENE_YLR244C_CDS	YLR244C_id001	protein_coding	0	1	0	25	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	16
YLR244C_CDS	GENE_YLR244C_CDS	YLR244C_id004	protein_coding	0	1	0	25	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	16
YLR245C_CDS	GENE_YLR245C_CDS	YLR245C_id001	protein_coding	0	1	0	27	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	17
YLR245C_CDS	GENE_YLR245C_CDS	YLR245C_id004	protein_coding	0	1	0	27	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	17
YLR246W_CDS	GENE_YLR246W_CDS	YLR246W_id001	protein_coding	0	2	2	27	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	2	9
YLR246W_CDS	GENE_YLR246W_CDS	YLR246W_id002	protein_coding	0	2	2	27	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	2	9
YLR247C_CDS	GENE_YLR247C_CDS	YLR247C_mRNA	protein_coding	0	9	5	26	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	9	12
YLR248W_CDS	GENE_YLR248W_CDS	YLR248W_id001	protein_coding	0	4	0	27	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	19
YLR248W_CDS	GENE_YLR248W_CDS	YLR248W_id002	protein_coding	0	4	0	27	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	19
YLR249W_CDS	GENE_YLR249W_CDS	YLR249W_id001	protein_coding	0	3	1	37	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	3	18
YLR249W_CDS	GENE_YLR249W_CDS	YLR249W_id002	protein_coding	0	3	1	37	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	3	18
YLR250W_CDS	GENE_YLR250W_CDS	YLR250W_id001	protein_coding	0	0	0	29	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YLR250W_CDS	GENE_YLR250W_CDS	YLR250W_id004	protein_coding	0	0	0	29	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YLR251W_CDS	GENE_YLR251W_CDS	YLR251W_id001	protein_coding	0	8	0	24	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	11
YLR252W_CDS	GENE_YLR252W_CDS	YLR252W_id001	protein_coding	0	0	1	30	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	17
YLR252W_CDS	GENE_YLR252W_CDS	YLR252W_id002	protein_coding	0	0	1	30	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	17
YLR253W_CDS	GENE_YLR253W_CDS	YLR253W_id001	protein_coding	0	3	0	32	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3	18
YLR253W_CDS	GENE_YLR253W_CDS	YLR253W_id002	protein_coding	0	3	0	32	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3	18
YLR254C_CDS	GENE_YLR254C_CDS	YLR254C_id001	protein_coding	0	1	0	33	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	14
YLR254C_CDS	GENE_YLR254C_CDS	YLR254C_id002	protein_coding	0	1	0	33	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	14
YLR255C_CDS	GENE_YLR255C_CDS	YLR255C_id001	protein_coding	1	0	1	30	0	0	0	0	19	1	0	0	1	0	0	0	0	0	0	0	0	0	11
YLR255C_CDS	GENE_YLR255C_CDS	YLR255C_id006	protein_coding	1	0	1	30	0	0	0	0	19	1	0	0	1	0	0	0	0	0	0	0	0	0	11
YLR256W-A_CDS	GENE_YLR256W-A_CDS	YLR256W-A_transposable_element	protein_coding	0	0	0	21	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11
YLR256W_CDS	GENE_YLR256W_CDS	YLR256W_mRNA	protein_coding	0	10	1	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	19
YLR257W_CDS	GENE_YLR257W_CDS	YLR257W_id001	protein_coding	0	0	1	34	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	21
YLR257W_CDS	GENE_YLR257W_CDS	YLR257W_id003	protein_coding	0	0	1	34	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	21
YLR258W_CDS	GENE_YLR258W_CDS	YLR258W_id001	protein_coding	0	4	0	32	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	25
YLR258W_CDS	GENE_YLR258W_CDS	YLR258W_id003	protein_coding	0	4	0	32	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	25
YLR259C_CDS	GENE_YLR259C_CDS	YLR259C_id001	protein_coding	0	5	0	24	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	13
YLR259C_CDS	GENE_YLR259C_CDS	YLR259C_id002	protein_coding	0	5	0	24	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	13
YLR260W_CDS	GENE_YLR260W_CDS	YLR260W_id001	protein_coding	0	0	0	32	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	11
YLR260W_CDS	GENE_YLR260W_CDS	YLR260W_id002	protein_coding	0	0	0	32	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	11
YLR261C_CDS	GENE_YLR261C_CDS	YLR261C_id001	protein_coding	0	0	1	26	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	17
YLR261C_CDS	GENE_YLR261C_CDS	YLR261C_id002	protein_coding	0	0	1	26	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	17
YLR262C-A_CDS	GENE_YLR262C-A_CDS	YLR262C-A_id001	protein_coding	0	0	0	22	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	17
YLR262C-A_CDS	GENE_YLR262C-A_CDS	YLR262C-A_id002	protein_coding	0	0	0	22	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	17
YLR262C_CDS	GENE_YLR262C_CDS	YLR262C_mRNA	protein_coding	0	0	1	26	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	17
YLR263W_CDS	GENE_YLR263W_CDS	YLR263W_mRNA	protein_coding	0	5	4	38	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	5	12
YLR264C-A_CDS	GENE_YLR264C-A_CDS	YLR264C-A_mRNA	protein_coding	0	0	0	52	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	35
YLR264W_CDS	GENE_YLR264W_CDS	YLR264W_id001	protein_coding	0	0	0	47	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YLR264W_CDS	GENE_YLR264W_CDS	YLR264W_id002	protein_coding	0	0	0	47	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YLR265C_CDS	GENE_YLR265C_CDS	YLR265C_mRNA	protein_coding	0	0	3	55	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	0	38
YLR266C_CDS	GENE_YLR266C_CDS	YLR266C_id001	protein_coding	0	14	8	38	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	0	0	14	27
YLR266C_CDS	GENE_YLR266C_CDS	YLR266C_id002	protein_coding	0	14	8	38	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	0	0	14	27
YLR267W_CDS	GENE_YLR267W_CDS	YLR267W_id001	protein_coding	0	6	3	64	0	0	0	0	35	0	0	0	3	0	0	0	0	0	0	0	0	6	29
YLR268W_CDS	GENE_YLR268W_CDS	YLR268W_id001	protein_coding	0	2	0	74	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	2	38
YLR268W_CDS	GENE_YLR268W_CDS	YLR268W_id002	protein_coding	0	2	0	74	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	2	38
YLR269C_CDS	GENE_YLR269C_CDS	YLR269C_mRNA	protein_coding	1	3	0	71	0	0	0	0	38	1	0	0	0	0	0	0	0	0	0	0	0	3	33
YLR270W_CDS	GENE_YLR270W_CDS	YLR270W_id001	protein_coding	0	3	0	76	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	3	39
YLR270W_CDS	GENE_YLR270W_CDS	YLR270W_id003	protein_coding	0	3	0	76	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	3	39
YLR271W_CDS	GENE_YLR271W_CDS	YLR271W_id001	protein_coding	0	3	8	72	0	0	0	0	45	0	0	0	8	0	0	0	0	0	0	0	0	3	27
YLR271W_CDS	GENE_YLR271W_CDS	YLR271W_id003	protein_coding	0	3	8	72	0	0	0	0	45	0	0	0	8	0	0	0	0	0	0	0	0	3	27
YLR272C_CDS	GENE_YLR272C_CDS	YLR272C_id001	protein_coding	0	20	2	82	0	1	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	20	51
YLR272C_CDS	GENE_YLR272C_CDS	YLR272C_id002	protein_coding	0	20	2	82	0	1	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	20	51
