,Label,geneLen,GC_content,median_IUPRED,5UTR_PARS_RNAstructure,CDS_PARS_RNAstructure,3UTR_PARS_RNAstructure,%AA_A,%AA_C,%AA_D,%AA_E,%AA_F,%AA_G,%AA_H,%AA_I,%AA_K,%AA_L,%AA_M,%AA_N,%AA_P,%AA_Q,%AA_R,%AA_S,%AA_T,%AA_V,%AA_W,%AA_Y,%Helical,%Proteinturn,%Beta-sheet,Acidic AA%,Basic AA%,Polar AA%,Hydrophobic AA%,Charged AA%,number of physical interaction,number of positive genetic interaction,number of negative genetic interaction,"number of ppi, all","number of ppi, score >= 0.25","number of ppi, score > 0.5","number of ppi, score > 0.8","number of ppi, score >= 0.95",RNAseq Eupl,rna logFC,rna FC - other,MS mean,log2(MS),Imputed log2(MS),protein_synthesis_rate,real_protein_synthesis_rate,Ribo_profilling_init_rate,Ribo_profilling_ribo_num,Ribo_profilling_trans_rate,Ribo_profilling_trans_time,Ribo_profilling_delay_time,IDR ratio,Control Median,control Localization,Number of complexe,Sum d0 Pause Score,Sum Odds Ratio,Introns median length,intron length,Intron status,aliphaticIndex,aromaticityScore,cai,codonBias,fopScore,gravyScore,instabilityIndex,molecularWeight,pI,5'-UTR_length,3'-UTR_length,protein half-life (hr),mRNA half-life (min),ORF.length,median transcript length,Ubiquitilation number,Phosphorylation number,is in complex,is essential,alpha IDRratio,A3D mean score,A3D ratio,A3D mean +score,has disordered region,has transmembrane domain,flDPnn_disorder,PSIPRED_helix,PSIPRED_strand,PSIPRED_coil,MMseq2_low_conservation,MMseq2_high_conservation,MMseq2_median,SignalP,DFLpred_linker,ASAquick_buried,DisoRDPbind_RNA,DisoRDPbind_DNA,DisoRDPbind_PRO,MoRFchibi_morf,DRNApred_RNA,DRNApred_DNA,SCRIBER_PRO,PTM_content,haploinsufficient
YOL108C,0,456.0,40.7895,0.35985,,,,0.0329,0.0,0.0461,0.1053,0.0066,0.0526,0.0132,0.0987,0.1118,0.0987,0.0066,0.0461,0.0329,0.0658,0.0724,0.0987,0.0263,0.0461,0.0132,0.0197,0.2829,0.2303,0.2434,0.1514,0.1974,0.2566,0.3225,0.3488,24.0,81.0,158.0,22.0,10.0,2.0,1.0,1.0,3.100482153728235,1.43601700840327,1.6266616156525868,15804000.0,23.913786506926456,23.913786506926456,,,0.356,7.038,0.176,39.933,3.524,0.1381578947368421,26.34,nucleus,1.0,,,,,0.0,89.78,0.04,0.08,-0.05,0.41,-0.84,63.23,17383.1,10.05,32,205.0,3.8,47.0,456.0,765.5,,5.0,1.0,0.0,0.12582781456953643,-1.4911350993377483,0.1390728476821192,0.15251854304635762,1.0,0.0,0.96,0.675,0.0,0.325,0.11,0.03,2.18,0.0,0.073,0.119,0.0,0.245,0.0,0.073,0.0,0.02,0.0,0.073,0
YOL110W,0,714.0,55.1821,0.15985,-0.630392156862745,0.155378151260504,-0.175263157894736,0.0546,0.021,0.0546,0.0882,0.0588,0.0798,0.0336,0.0126,0.0168,0.1176,0.0084,0.0294,0.0546,0.0294,0.0756,0.1008,0.0336,0.084,0.0126,0.0294,0.3151,0.2647,0.2689,0.1428,0.126,0.2436,0.378,0.26880000000000004,1.0,10.0,27.0,30.0,17.0,7.0,1.0,0.0,4.700199278114004,1.91995776968786,2.0408034547362477,,,24.522350120578334,,,0.055,4.47,0.049,91.763,8.471,0.0504201680672268,17.34,below threshold,1.0,,,,,0.0,76.72,0.1,0.06,-0.1,0.34,-0.31,49.97,26529.9,4.89,51,133.0,,60.0,714.0,1133.0,,1.0,1.0,0.0,0.05063291139240506,-0.606339240506329,0.24472573839662448,0.2809278481012658,0.0,0.0,0.219,0.304,0.236,0.46,0.16,0.07,2.2,0.0,0.055,0.274,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0
YOL111C,0,639.0,45.6964,0.384,0.131919117647058,0.424561815336461,-0.062,0.0704,0.0,0.0469,0.0657,0.0282,0.0235,0.0329,0.0516,0.1221,0.1221,0.0141,0.0469,0.0798,0.0563,0.0141,0.0798,0.0704,0.0469,0.0094,0.0141,0.2723,0.23,0.2723,0.11259999999999999,0.16909999999999997,0.2675,0.3568,0.2817,24.0,11.0,219.0,140.0,29.0,9.0,6.0,4.0,5.57140337471246,0.92598648761475,0.9438941400281629,1079143333.3333333,30.007239353657667,30.007239353657667,9546.55704347826,0.923027941940619,0.175,7.039,0.138,51.071,4.063,0.2300469483568075,91.01,cytosol,0.0,,,,,0.0,85.39,0.05,0.17,0.19,0.53,-0.55,39.53,23737.6,9.9,136,30.0,13.2,43.0,639.0,950.5,,3.0,1.0,0.0,0.1320754716981132,-1.1724787735849054,0.1179245283018868,0.12853773584905662,1.0,0.0,0.387,0.439,0.094,0.467,0.16,0.05,2.205,0.0,0.005,0.217,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.094,0
YOL112W,0,1479.0,40.9736,0.1942,,,,0.0507,0.0142,0.0629,0.0913,0.0548,0.0548,0.0101,0.0527,0.073,0.0913,0.0284,0.0487,0.0304,0.0284,0.0609,0.0811,0.0467,0.0527,0.0203,0.0446,0.3164,0.215,0.2617,0.1542,0.144,0.2637,0.3955,0.2982,7.0,0.0,25.0,16.0,14.0,7.0,5.0,3.0,4.816830394564921,1.25884599213489,1.4010360341781523,,,23.506718173905696,,,0.053,6.944,0.046,151.965,10.865,0.0425963488843813,19.1,below threshold,0.0,,,,,0.0,71.1,0.12,0.1,-0.04,0.41,-0.51,45.89,57083.3,5.16,148,100.0,,42.0,1479.0,1746.0,,3.0,1.0,0.0,0.1483739837398374,-1.0790991869918698,0.09552845528455285,0.08374451219512198,0.0,0.0,0.116,0.575,0.067,0.358,0.11,0.07,2.32,0.0,0.026,0.384,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0
YOL114C,0,609.0,38.4236,0.2645,,,,0.0394,0.0246,0.0345,0.0493,0.0443,0.0542,0.0099,0.0493,0.133,0.0887,0.0148,0.0739,0.0296,0.0542,0.064,0.0788,0.0591,0.0591,0.0148,0.0197,0.2759,0.2365,0.1921,0.0838,0.2069,0.3103,0.3301,0.2907,0.0,0.0,0.0,108.0,55.0,34.0,0.0,0.0,0.2216028605567475,1.23965682867658,1.315996666977287,,,23.940052910851463,,,0.088,4.438,0.071,62.351,7.873,0.0394088669950738,17.83,below threshold,0.0,,,,,0.0,70.54,0.08,0.13,0.04,0.45,-0.7,37.86,23213.4,10.8,7,14.0,,37.0,609.0,1078.5,,,0.0,0.0,0.0297029702970297,-1.3834128712871288,0.15346534653465346,0.14120841584158408,0.0,0.0,0.198,0.455,0.129,0.416,0.18,0.06,2.045,0.0,0.064,0.178,0.0,0.054,0.0,0.059,0.0,0.0,0.0,0.064,0
YOL115W,0,1755.0,38.2336,0.3321,,,,0.0547,0.0051,0.0838,0.0923,0.041,0.053,0.0308,0.0786,0.0923,0.0769,0.0034,0.0564,0.0427,0.0205,0.0427,0.0821,0.0547,0.0513,0.0085,0.0274,0.2838,0.2342,0.2274,0.17609999999999998,0.1658,0.2462,0.3418,0.3419,37.0,80.0,167.0,66.0,57.0,15.0,6.0,4.0,5.118318344777295,0.225800312681032,0.5347321974982081,340543333.3333333,28.3432631527838,28.3432631527838,,,0.031,4.555,0.029,154.505,4.27,0.3811965811965812,30.37,nucleus,2.0,,,,,0.0,77.35,0.08,0.15,0.0,0.44,-0.68,41.41,66007.2,5.17,,,9.0,21.0,1755.0,1947.5,,5.0,1.0,0.0,0.3236301369863014,-1.231444691780822,0.10102739726027397,0.09311729452054797,1.0,0.0,0.336,0.339,0.128,0.533,0.19,0.04,2.205,0.0,0.003,0.382,0.0,0.051,0.216,0.015,0.0,0.0,0.0,0.089,0
YOL116W,0,1149.0,40.557,0.4831,,,,0.0496,0.0052,0.0313,0.0783,0.0261,0.047,0.0261,0.0418,0.0496,0.0757,0.0157,0.1044,0.0496,0.0757,0.0496,0.1123,0.0601,0.0574,0.0104,0.0313,0.2428,0.3133,0.2193,0.1096,0.1253,0.389,0.308,0.23490000000000003,0.0,0.0,0.0,16.0,10.0,1.0,0.0,0.0,4.18623309383426,0.474173777427007,0.4576387658738685,433600000.0,28.691789519117933,28.691789519117933,,,0.044,4.373,0.039,113.378,3.934,0.4621409921671018,16.75,below threshold,0.0,,,,,0.0,63.95,0.07,0.1,-0.02,0.42,-0.87,55.61,43057.0,6.69,132,412.0,,45.0,1149.0,1636.5,,15.0,0.0,0.0,0.40575916230366493,-1.0060337696335078,0.20157068062827224,0.188369109947644,1.0,0.0,0.419,0.419,0.055,0.526,0.18,0.06,2.16,0.0,0.0,0.23,0.0,0.0,0.361,0.0,0.0,0.04,0.0,0.045,0
YOL117W,0,1938.0,35.2425,0.0478,,,,0.031,0.0139,0.0789,0.096,0.0635,0.0232,0.0077,0.0882,0.0712,0.1115,0.0372,0.0526,0.017,0.0449,0.0588,0.0789,0.0387,0.0418,0.0077,0.0356,0.3483,0.1718,0.2755,0.1749,0.13770000000000002,0.2646,0.4165,0.3126,32.0,1.0,6.0,38.0,35.0,7.0,5.0,4.0,1.860775435147485,1.62877243819063,1.812459344129226,,,23.05009082690071,,,0.027,4.457,0.025,179.169,4.684,0.1006191950464396,16.58,below threshold,1.0,,,,,0.0,86.58,0.11,0.13,0.01,0.45,-0.37,44.35,76360.0,4.59,,,,55.0,1938.0,,,2.0,1.0,0.0,0.22790697674418606,-1.0638821705426356,0.12093023255813953,0.08868465116279069,1.0,0.0,0.107,0.557,0.112,0.331,0.22,0.05,1.96,0.0,0.0,0.364,0.0,0.0,0.099,0.023,0.0,0.0,0.0,0.042,0
YOL119C,0,1506.0,40.1726,0.01,,,,0.0857,0.0259,0.0279,0.0279,0.0677,0.0876,0.01,0.0936,0.0458,0.0996,0.0219,0.0458,0.0299,0.0159,0.0359,0.0896,0.0637,0.0657,0.0199,0.0378,0.3845,0.253,0.2351,0.0558,0.09169999999999999,0.2787,0.49189999999999995,0.14750000000000002,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,4.764346042486929,1.89854302343948,1.5989391790399083,,,22.100641805085424,,,0.175,15.794,0.124,126.894,7.222,0.0378486055776892,14.13,below threshold,0.0,,,,,0.0,101.15,0.13,0.11,0.04,0.45,0.48,27.12,54720.5,9.07,25,120.0,,49.0,1506.0,1974.0,10.0,13.0,0.0,0.0,0.1536926147704591,-0.08385209580838325,0.3093812375249501,0.33493213572854297,0.0,1.0,0.128,0.535,0.128,0.337,0.13,0.07,2.24,0.0,0.032,0.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0
YOL120C,1,561.0,43.672,0.3321,0.415263157894736,0.591398752228164,0.147323943661971,0.107,0.0053,0.0321,0.0267,0.0481,0.0802,0.0267,0.0428,0.1016,0.0802,0.0107,0.0321,0.0481,0.0214,0.1176,0.0481,0.0695,0.0856,0.0,0.0107,0.2674,0.2086,0.2246,0.0588,0.2459,0.1871,0.3851,0.30469999999999997,40.0,0.0,0.0,320.0,245.0,216.0,170.0,1.0,11.2774553516054,-0.412733855510226,-0.1645986517842777,,,23.344327658357958,13214.1852173913,1.27763989992217,0.206,4.48,0.153,29.346,0.659,0.3422459893048128,,,1.0,10.11,16.96,446.0,446.0,1.0,78.53,0.06,0.81,0.87,0.92,-0.4,39.93,20593.7,12.23,19,71.0,,17.0,1008.0,1123.0,,2.0,0.0,1.0,0.0,-1.3083908602150538,0.08602150537634409,0.05498010752688173,0.0,0.0,0.382,0.328,0.161,0.511,0.01,0.06,2.58,0.0,0.054,0.177,0.005,0.0,0.065,0.0,0.167,0.0,0.0,0.081,1
YOL121C,0,435.0,42.9885,0.346,-0.022270833333333,0.32547172413793,0.113148148148148,0.0897,0.0,0.0552,0.0621,0.0207,0.1034,0.0138,0.069,0.0759,0.0552,0.0207,0.0345,0.0414,0.0552,0.0828,0.069,0.0138,0.0828,0.0069,0.0414,0.2759,0.2483,0.2276,0.1173,0.17250000000000001,0.2139,0.38639999999999997,0.28979999999999995,578.0,36.0,100.0,783.0,725.0,246.0,213.0,62.0,9.396333141322096,0.255600889231904,0.5404292705905924,,,24.098321445685965,,,0.131,2.327,0.109,21.395,0.337,0.1448275862068965,264.39,cytosol,1.0,5.0200000000000005,10.89,389.0,389.0,1.0,77.36,0.07,0.79,0.86,0.92,-0.55,53.36,15923.4,10.12,48,54.0,9.8,16.0,825.0,930.0,,5.0,0.0,0.0,0.0,-1.2920340277777778,0.04861111111111111,0.02478958333333333,0.0,0.0,0.368,0.451,0.062,0.487,0.02,0.07,2.58,0.0,0.0,0.146,0.0,0.0,0.069,0.028,0.312,0.0,0.0,0.111,1
YOL122C,0,1728.0,39.2361,0.0209,0.080581395348837,0.272516782407407,0.063417085427136,0.0868,0.026,0.0382,0.0521,0.0486,0.0538,0.0191,0.0955,0.0451,0.0955,0.026,0.0434,0.033,0.026,0.0365,0.0868,0.0503,0.0938,0.0104,0.0312,0.375,0.217,0.2604,0.09029999999999999,0.10070000000000001,0.2637,0.4878,0.191,1.0,4.0,11.0,7.0,4.0,1.0,0.0,0.0,7.893241962414381,1.16790527923595,1.5049100364483694,94873666.66666667,26.499504384774536,26.499504384774536,,,0.125,15.956,0.098,162.632,23.687,0.03125,16.07,below threshold,0.0,1.23,7.72,,,0.0,106.9,0.09,0.17,0.15,0.52,0.4,40.71,63259.4,6.57,86,199.0,1.3,29.0,1728.0,1988.0,13.0,14.0,0.0,0.0,0.1826086956521739,-0.2417671304347826,0.271304347826087,0.3925038260869566,1.0,1.0,0.056,0.53,0.11,0.36,0.1,0.07,2.34,0.0,0.019,0.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0
YOL123W,0,1605.0,41.3084,0.8013,0.082258333333333,0.41130093457944,0.083492063492064,0.0449,0.0037,0.0841,0.0486,0.0336,0.0953,0.0112,0.0262,0.0636,0.0355,0.0449,0.1009,0.0542,0.0897,0.0523,0.0897,0.0542,0.0243,0.0056,0.0355,0.1607,0.3402,0.1738,0.13269999999999998,0.1271,0.37370000000000003,0.2505,0.2598,22.0,0.0,18.0,74.0,55.0,26.0,4.0,2.0,7.231252292727071,-0.134847751470933,-0.17510609455821502,5779700000.0,32.42834746465306,32.42834746465306,,,0.178,15.973,0.139,115.074,5.818,0.7495327102803738,244.39,nucleus,1.0,,,,,0.0,33.54,0.07,0.24,0.25,0.57,-1.31,49.09,59641.6,5.29,360,126.0,9.2,36.0,1605.0,2125.0,2.0,52.0,1.0,1.0,0.49063670411985016,-1.5470290262172284,0.09925093632958802,0.06559588014981273,1.0,0.0,0.358,0.33,0.077,0.593,0.16,0.06,2.4,0.0,0.0,0.279,0.026,0.0,0.446,0.0,0.0,0.0,0.0,0.086,0
YOL124C,1,1302.0,39.1705,0.1928,-0.105151515151515,0.283079877112134,0.200727272727272,0.0461,0.0069,0.0599,0.0714,0.0622,0.0691,0.0161,0.0645,0.0737,0.0876,0.0253,0.0622,0.0346,0.0415,0.0599,0.0668,0.0461,0.0438,0.0092,0.0507,0.318,0.2327,0.2304,0.1313,0.1497,0.2742,0.3894,0.281,1.0,7.0,23.0,9.0,9.0,5.0,1.0,1.0,5.820736835374195,0.634216108389815,0.8229070334039816,261750000.0,27.96361430176671,27.96361430176671,,,0.144,10.263,0.101,101.879,3.775,0.0,15.68,below threshold,1.0,,,,,0.0,71.91,0.12,0.14,0.06,0.46,-0.55,42.04,50074.3,8.03,33,55.0,8.4,12.0,1302.0,1448.5,,,1.0,0.0,0.0,-0.897394688221709,0.050808314087759814,0.025778060046189374,0.0,0.0,0.005,0.312,0.233,0.455,0.11,0.07,2.37,0.0,0.016,0.39,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.028,0
YOL125W,0,1431.0,41.16,0.2292,0.097183098591549,0.076249475890985,0.0,0.0461,0.0356,0.0524,0.0755,0.0314,0.0503,0.0252,0.0587,0.0881,0.0964,0.0231,0.0629,0.0419,0.0252,0.0566,0.0839,0.044,0.0587,0.0042,0.0377,0.2872,0.239,0.2411,0.1279,0.1699,0.2893,0.3563,0.2978,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.49139694285938,0.383472848182703,0.5929660985099143,93051333.33333333,26.471523502537668,26.471523502537668,,,0.066,6.974,0.056,125.164,4.999,0.1069182389937107,21.15,nucleus,0.0,,,,,0.0,78.13,0.07,0.11,0.01,0.43,-0.49,34.65,54103.8,8.38,71,12.0,9.0,23.0,1431.0,1727.0,,7.0,0.0,0.0,0.0546218487394958,-1.0656283613445379,0.058823529411764705,0.02548718487394958,1.0,0.0,0.122,0.458,0.12,0.422,0.25,0.07,2.015,0.0,0.004,0.353,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.05,0
YOL126C,0,1134.0,43.739,0.18975,0.077823529411765,0.157145502645501,0.193190476190476,0.0635,0.0132,0.0529,0.037,0.0238,0.0741,0.0291,0.0873,0.045,0.1005,0.0238,0.0635,0.0529,0.0423,0.037,0.0979,0.037,0.0899,0.0,0.0265,0.328,0.2884,0.2249,0.08990000000000001,0.11109999999999999,0.2804,0.4153,0.201,16.0,19.0,94.0,34.0,18.0,2.0,2.0,0.0,5.167341641548935,2.66951875375252,2.4530209812123176,1369900000.0,30.351423438174358,30.351423438174358,,,0.019,1.41,0.018,80.474,0.408,0.0,47.7,punctate,0.0,4.93,10.69,,,0.0,105.12,0.05,0.21,0.27,0.58,0.04,46.38,40728.2,6.9,170,210.0,2.8,37.0,1134.0,1549.0,4.0,6.0,0.0,0.0,0.029177718832891247,-0.816262599469496,0.0636604774535809,0.029598408488063655,0.0,0.0,0.027,0.446,0.156,0.398,0.08,0.04,2.32,0.0,0.013,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0
YOL127W,1,429.0,41.4918,0.2783,-0.952307692307692,0.512332167832168,0.254814814814814,0.1329,0.0,0.042,0.035,0.014,0.035,0.007,0.049,0.1538,0.0769,0.021,0.049,0.042,0.021,0.049,0.042,0.0699,0.0979,0.0,0.0559,0.2937,0.1678,0.2657,0.07700000000000001,0.2098,0.23779999999999998,0.4476,0.2868,548.0,0.0,0.0,802.0,743.0,300.0,228.0,84.0,10.453339667191798,0.312231784947083,0.5786004018017112,44189666666.666664,35.36298999744494,35.36298999744494,,,,,,,,0.0,15.85,below threshold,1.0,10.32,14.719999999999999,413.0,413.0,1.0,84.43,0.07,0.75,0.82,0.9,-0.35,26.29,15775.9,10.75,13,81.0,9.8,15.0,843.0,956.0,7.0,15.0,0.0,1.0,0.0,-1.0538943661971831,0.13380281690140844,0.08521830985915493,0.0,0.0,0.345,0.31,0.275,0.415,0.03,0.05,2.58,0.0,0.0,0.141,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.092,1
YOL128C,0,1128.0,39.0071,0.1251,-0.010147058823529,0.037981382978724,0.05634328358209,0.0346,0.016,0.0532,0.0638,0.0665,0.0505,0.0319,0.0718,0.0745,0.109,0.0266,0.0505,0.0426,0.0399,0.0426,0.0931,0.0452,0.0399,0.008,0.0372,0.3324,0.2367,0.234,0.11699999999999999,0.149,0.2819,0.39360000000000006,0.266,28.0,2.0,5.0,54.0,36.0,20.0,0.0,0.0,4.53464558553072,0.552706660359654,0.7809294402630536,5835500.0,22.47642509144145,22.47642509144145,,,0.05,4.447,0.043,104.149,3.942,0.0,23.28,cytosol,0.0,,,,,0.0,81.58,0.11,0.11,-0.06,0.39,-0.32,51.07,43206.0,7.62,68,134.0,10000.0,38.0,1128.0,1580.0,,8.0,0.0,0.0,0.04,-0.7971392,0.104,0.07121840000000002,0.0,0.0,0.019,0.445,0.12,0.435,0.07,0.08,2.47,0.0,0.003,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0
YOL129W,0,555.0,40.1802,0.0093,0.500333333333333,0.256799999999999,-0.363422818791946,0.0649,0.0162,0.0541,0.0216,0.0703,0.1027,0.0108,0.0649,0.027,0.1405,0.0162,0.0432,0.0216,0.0162,0.0324,0.0919,0.0432,0.0919,0.0216,0.0432,0.4324,0.2595,0.2432,0.0757,0.0702,0.2539,0.5135000000000001,0.1459,5.0,7.0,61.0,16.0,10.0,1.0,1.0,1.0,6.705817531852105,1.5734483294138,1.2901094529186685,,,24.964184350846757,,,0.097,4.447,0.08,55.477,5.368,0.0,34.28,vacuole membrane,0.0,2.01,3.19,,,0.0,112.0,0.14,0.12,-0.01,0.4,0.59,22.34,20098.4,5.06,30,149.0,,60.0,555.0,691.0,,7.0,1.0,0.0,0.17391304347826086,0.40768913043478255,0.5217391304347826,0.7634021739130433,0.0,1.0,0.043,0.522,0.054,0.424,0.08,0.09,2.35,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.043,0
YOL131W,0,327.0,43.1193,0.4507,,,,0.0459,0.0183,0.0642,0.1009,0.0367,0.0183,0.0183,0.055,0.0642,0.0734,0.0183,0.055,0.0734,0.0734,0.0642,0.0917,0.0275,0.0734,0.0092,0.0092,0.2569,0.2385,0.2385,0.1651,0.1467,0.2751,0.32110000000000005,0.31179999999999997,1.0,3.0,21.0,10.0,2.0,0.0,0.0,0.0,,,,,,22.91709066103162,,,,,,,,0.3577981651376147,15.71,below threshold,0.0,,,,,0.0,71.13,0.06,0.1,-0.03,0.42,-0.77,70.44,12419.1,4.93,,,,,327.0,,,,0.0,0.0,0.037037037037037035,-0.9491120370370368,0.2962962962962963,0.25052870370370367,1.0,0.0,0.519,0.417,0.056,0.527,0.0,0.09,2.83,0.0,0.0,0.074,0.0,0.0,0.259,0.0,0.0,0.01,0.25,0.13,0
YOL132W,0,1416.0,38.065,0.1914,,,,0.0403,0.0191,0.072,0.0784,0.0551,0.0551,0.0233,0.0551,0.0657,0.0953,0.0212,0.053,0.0381,0.0466,0.0254,0.0826,0.0445,0.0657,0.0064,0.0551,0.3326,0.2288,0.2352,0.15039999999999998,0.11439999999999999,0.30090000000000006,0.3942,0.2648,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,-0.9526783782151924,2.08114238671767,1.454743664258661,,,23.12931153366806,,,0.041,4.369,0.038,113.694,2.677,0.0423728813559322,,,0.0,,,,,0.0,77.34,0.12,0.15,0.07,0.47,-0.38,37.66,53784.8,4.51,,0.0,,49.0,1416.0,,,,0.0,0.0,0.14012738853503184,-0.7677490445859871,0.10828025477707007,0.23665265392781323,0.0,0.0,0.113,0.429,0.151,0.42,0.13,0.07,2.29,1.0,0.062,0.395,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.042,0
YOL133W,0,366.0,43.4426,0.1775,0.0,0.286584699453551,0.214376306620209,0.0984,0.0738,0.082,0.0656,0.0246,0.0164,0.0328,0.0656,0.0656,0.0246,0.0328,0.0738,0.041,0.0492,0.0492,0.0492,0.041,0.0574,0.0492,0.0,0.2213,0.1803,0.2213,0.1476,0.1476,0.28700000000000003,0.3526,0.2952,66.0,0.0,0.0,163.0,72.0,26.0,16.0,9.0,3.546066187019155,0.830509908989889,0.9921266813998275,22455333.333333332,24.420554866509438,24.420554866509438,,,0.238,4.444,0.161,27.654,1.78,0.221311475409836,25.25,cytosol,1.0,,,,,0.0,55.39,0.07,0.21,0.15,0.55,-0.6,52.69,13936.0,5.6,,287.0,6.7,,366.0,696.0,,3.0,1.0,1.0,0.1322314049586777,-1.0484314049586776,0.18181818181818182,0.14466776859504135,1.0,0.0,0.289,0.355,0.124,0.521,0.05,0.2,2.64,0.0,0.0,0.207,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.05,0
YOL135C,0,669.0,44.9925,0.3599,,,,0.0269,0.009,0.0314,0.0942,0.0135,0.0359,0.0179,0.0583,0.0807,0.1211,0.0224,0.0628,0.0762,0.0717,0.0404,0.0942,0.0448,0.0359,0.0045,0.0538,0.287,0.2691,0.2646,0.1256,0.13899999999999998,0.33630000000000004,0.33640000000000003,0.26459999999999995,65.0,30.0,164.0,152.0,112.0,66.0,50.0,30.0,4.013704432264275,0.91808561851825,1.028094491304919,71022333.33333333,26.08176944326626,26.08176944326626,,,0.107,6.975,0.088,79.364,14.879,0.2780269058295964,31.59,nucleus,1.0,,,,,0.0,79.65,0.07,0.09,-0.01,0.41,-0.76,55.6,25584.3,6.95,41,35.0,7.9,33.0,669.0,886.0,,11.0,1.0,1.0,0.0990990990990991,-1.096157207207207,0.20270270270270271,0.19296036036036032,1.0,0.0,0.387,0.631,0.032,0.337,0.21,0.06,2.225,0.0,0.045,0.212,0.0,0.0,0.027,0.0,0.0,0.02,0.0,0.081,0
YOL137W,0,1494.0,38.1526,0.0089,,,,0.0643,0.0221,0.0261,0.0482,0.0743,0.0783,0.0201,0.0643,0.0402,0.1265,0.0321,0.0422,0.0422,0.0161,0.0181,0.0823,0.0482,0.0884,0.0141,0.0502,0.4177,0.245,0.2711,0.0743,0.0784,0.2611,0.5142,0.1527,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,5.31486553024971,0.436045024686639,0.49277272030091385,21673333.333333332,24.369417786084092,24.369417786084092,,,0.066,6.947,0.058,120.257,2.643,0.0321285140562249,20.18,punctate,0.0,,,,,0.0,103.22,0.14,0.14,0.07,0.46,0.54,34.31,55076.8,5.99,182,1299.0,,40.0,1494.0,1855.5,4.0,20.0,0.0,0.0,0.13078470824949698,-0.11690020120724347,0.34004024144869216,0.38703883299798825,0.0,1.0,0.074,0.584,0.093,0.323,0.18,0.07,2.13,0.0,0.056,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0
YOL138C,0,4026.0,39.8907,0.4186,,,,0.0469,0.0171,0.0626,0.0618,0.0335,0.0529,0.0231,0.0708,0.082,0.0768,0.0127,0.0797,0.0492,0.0291,0.0365,0.1207,0.0693,0.035,0.0112,0.0283,0.2556,0.3025,0.1982,0.12440000000000001,0.1416,0.3442,0.31520000000000004,0.266,35.0,6.0,34.0,51.0,47.0,7.0,7.0,7.0,4.678677539421405,0.936617745412133,1.0617918366027705,36215666.666666664,25.110110637069308,25.110110637069308,,,0.013,4.229,0.012,347.897,2.527,0.3815201192250372,17.2,below threshold,0.0,,,,,,,,,,,,,,,64,49.0,9.1,40.0,4026.0,4125.0,,104.0,1.0,0.0,0.5182699478001491,-0.956145115585384,0.17598806860551827,0.159568158090977,1.0,0.0,0.197,0.299,0.134,0.567,0.26,0.05,1.95,0.0,0.032,0.363,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.095,0
YOL139C,0,642.0,39.8754,0.3133,0.146825396825396,0.471794392523364,-0.334673913043478,0.0467,0.0,0.0794,0.0841,0.0467,0.0561,0.0327,0.0467,0.0841,0.0935,0.0047,0.0374,0.0561,0.028,0.0374,0.0794,0.0654,0.0701,0.0374,0.0093,0.3037,0.229,0.229,0.16349999999999998,0.1542,0.2195,0.3551,0.3177,33.0,0.0,0.0,160.0,127.0,43.0,11.0,8.0,8.629043788042045,0.17068688446132,0.46631887426154506,12850333333.333334,33.58108673191553,33.58108673191553,42859.6460869565,4.14397051625776,0.25,7.039,0.179,39.258,1.931,0.0607476635514018,403.25,cytosol,1.0,3.5000000000000004,12.07,,,0.0,75.32,0.09,0.39,0.41,0.66,-0.59,36.33,24245.3,5.17,63,92.0,9.8,30.0,642.0,837.0,8.0,45.0,1.0,1.0,0.0,-1.0778845070422534,0.06572769953051644,0.040743192488262914,0.0,0.0,0.188,0.211,0.225,0.564,0.09,0.07,2.4,0.0,0.0,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0
